Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Plains,Weekly,"2019-09-08 00:00:00","Conventional ",1.370000000,1875332.87,715978.59,425797.44,15839.91,717716.93,614758.44,62812.02,40146.47
Plains,Weekly,"2019-09-01 00:00:00","Conventional ",1.410000000,1816143.36,688656.17,428063.67,16618.31,682805.21,571070.61,68648.87,43085.73
Plains,Weekly,"2019-08-25 00:00:00","Conventional ",1.390000000,1818429.41,699281.33,402243.41,17015.20,699889.47,589328.44,64373.30,46187.73
Plains,Weekly,"2019-08-18 00:00:00","Conventional ",1.400000000,1857665.96,675821.95,432455.55,18489.66,730898.80,621842.83,59114.02,49941.95
Portland,Weekly,"2019-09-08 00:00:00","Conventional ",1.620000000,508751.79,85796.54,100145.21,6796.95,316013.09,188876.13,116773.90,10363.06
Portland,Weekly,"2019-09-01 00:00:00","Conventional ",1.350000000,624110.80,62797.63,183818.06,9041.21,368453.90,235976.06,118936.25,13541.59
Portland,Weekly,"2019-08-25 00:00:00","Conventional ",1.570000000,511875.59,59347.09,124997.07,10727.90,316803.53,176556.61,127306.29,12940.63
Portland,Weekly,"2019-08-18 00:00:00","Conventional ",1.530000000,552982.64,67366.38,149878.36,10743.40,324994.50,164686.80,147045.74,13261.96
Raleigh/Greensboro,Weekly,"2019-09-08 00:00:00","Conventional ",1.260000000,396143.01,171140.85,57871.83,6312.87,160817.46,105275.00,55537.46,5.00
Raleigh/Greensboro,Weekly,"2019-09-01 00:00:00","Conventional ",1.280000000,385792.15,131957.35,60095.79,6361.83,187377.18,103537.92,83798.16,41.10
Raleigh/Greensboro,Weekly,"2019-08-25 00:00:00","Conventional ",1.200000000,416340.40,187253.71,64370.26,6195.50,158520.93,94426.37,63637.89,456.67
Raleigh/Greensboro,Weekly,"2019-08-18 00:00:00","Conventional ",1.310000000,385939.60,162891.69,63792.23,6380.93,152874.75,90007.94,61145.15,1721.66
Richmond/Norfolk,Weekly,"2019-09-08 00:00:00","Conventional ",1.150000000,322727.41,99485.14,72140.06,1871.34,149230.87,119347.34,28526.86,1356.67
Richmond/Norfolk,Weekly,"2019-09-01 00:00:00","Conventional ",1.130000000,328823.69,86771.00,72989.75,2169.19,166893.75,136394.64,24395.78,6103.33
Richmond/Norfolk,Weekly,"2019-08-25 00:00:00","Conventional ",1.160000000,303058.15,99332.72,70387.85,1955.98,131381.60,95479.00,29615.96,6286.64
Richmond/Norfolk,Weekly,"2019-08-18 00:00:00","Conventional ",1.320000000,279428.47,76782.50,62239.37,1908.09,138498.51,106963.35,27963.11,3572.05
Roanoke,Weekly,"2019-09-08 00:00:00","Conventional ",1.120000000,202243.32,63196.36,31946.10,84.46,107016.40,80317.02,25249.37,1450.01
Roanoke,Weekly,"2019-09-01 00:00:00","Conventional ",1.100000000,221089.38,56831.80,32132.72,168.19,131956.67,94289.46,34915.93,2751.28
Roanoke,Weekly,"2019-08-25 00:00:00","Conventional ",1.160000000,191933.26,61532.25,35216.25,136.44,95048.32,47829.25,44022.74,3196.33
Roanoke,Weekly,"2019-08-18 00:00:00","Conventional ",1.300000000,164901.54,45126.37,29687.96,103.63,89983.58,52561.16,35396.81,2025.61
Sacramento,Weekly,"2019-09-08 00:00:00","Conventional ",1.610000000,445161.40,121663.42,197626.14,2018.32,123853.52,97231.33,18128.86,8493.33
Sacramento,Weekly,"2019-09-01 00:00:00","Conventional ",1.600000000,481534.97,118398.26,252632.41,2115.91,108388.39,84721.64,15062.77,8603.98
Sacramento,Weekly,"2019-08-25 00:00:00","Conventional ",1.620000000,450535.14,114927.94,223331.62,2146.24,110129.34,79823.06,24566.45,5739.83
Sacramento,Weekly,"2019-08-18 00:00:00","Conventional ",1.700000000,445192.30,139569.54,199070.24,1887.68,104664.84,84108.55,16199.26,4357.03
"San Diego",Weekly,"2019-09-08 00:00:00","Conventional ",1.340000000,528957.67,93568.62,100967.52,13587.03,320834.50,242885.84,76509.02,1439.64
"San Diego",Weekly,"2019-09-01 00:00:00","Conventional ",1.490000000,550617.21,101507.19,107558.88,15830.52,325720.62,249928.96,72568.39,3223.27
"San Diego",Weekly,"2019-08-25 00:00:00","Conventional ",1.550000000,474711.05,86210.38,116828.16,16469.29,255203.22,181542.35,67429.17,6231.70
"San Diego",Weekly,"2019-08-18 00:00:00","Conventional ",1.600000000,467134.12,93424.87,111242.28,16528.13,245938.84,191343.56,46246.15,8349.13
"San Francisco",Weekly,"2019-09-08 00:00:00","Conventional ",1.650000000,901991.37,237325.35,396974.66,6638.14,261053.22,182244.82,71623.70,7184.70
"San Francisco",Weekly,"2019-09-01 00:00:00","Conventional ",1.770000000,808290.36,211095.39,376683.57,7086.11,213425.29,134455.89,70150.38,8819.02
"San Francisco",Weekly,"2019-08-25 00:00:00","Conventional ",1.560000000,893620.47,159360.44,499222.23,7048.26,227989.54,120883.09,98834.70,8271.75
"San Francisco",Weekly,"2019-08-18 00:00:00","Conventional ",1.780000000,859444.57,266480.84,384910.86,6912.89,201139.98,140078.06,55814.39,5247.53
Seattle,Weekly,"2019-09-08 00:00:00","Conventional ",1.830000000,489511.29,83813.40,88908.44,996.73,315792.72,163836.47,148920.49,3035.76
Seattle,Weekly,"2019-09-01 00:00:00","Conventional ",1.860000000,488775.95,73846.06,100485.14,1040.32,313404.43,163851.37,146288.39,3264.67
Seattle,Weekly,"2019-08-25 00:00:00","Conventional ",1.870000000,465868.65,69831.91,101715.56,1011.20,293309.98,141664.62,150219.21,1426.15
Seattle,Weekly,"2019-08-18 00:00:00","Conventional ",1.690000000,524819.76,97448.77,124176.87,1004.37,302189.75,144606.57,154804.89,2778.29
"South Carolina",Weekly,"2019-09-08 00:00:00","Conventional ",1.180000000,390151.67,171199.54,40208.74,1851.68,176891.71,117660.38,50818.56,8412.77
"South Carolina",Weekly,"2019-09-01 00:00:00","Conventional ",1.190000000,474290.88,191238.83,44737.43,2021.18,236293.44,166314.02,58869.43,11109.99
"South Carolina",Weekly,"2019-08-25 00:00:00","Conventional ",1.210000000,450394.82,183987.53,42714.20,2393.27,221299.82,130538.53,77824.09,12937.20
"South Carolina",Weekly,"2019-08-18 00:00:00","Conventional ",1.300000000,418909.89,161568.30,43459.27,2132.66,211749.66,143954.90,55402.69,12392.07
"South Central",Weekly,"2019-09-08 00:00:00","Conventional ",1.000000000,6576278.73,3004164.29,689451.06,126076.97,2756586.41,1810288.91,805235.08,141062.42
"South Central",Weekly,"2019-09-01 00:00:00","Conventional ",0.940000000,7105485.96,2934028.67,693419.20,185129.41,3292908.68,2365838.83,806154.30,120915.55
"South Central",Weekly,"2019-08-25 00:00:00","Conventional ",0.880000000,8294732.30,3585156.62,698385.33,119885.20,3891305.15,2727109.93,1040290.68,123904.54
"South Central",Weekly,"2019-08-18 00:00:00","Conventional ",1.110000000,6303156.08,2515884.06,837153.95,176065.76,2774052.31,1731989.99,901881.27,140181.05
Southeast,Weekly,"2019-09-08 00:00:00","Conventional ",1.090000000,4455659.63,1793390.18,185507.99,16436.08,2460325.38,1425825.80,976331.32,58168.26
Southeast,Weekly,"2019-09-01 00:00:00","Conventional ",1.050000000,5054643.44,1911346.90,196693.15,16868.31,2929735.08,1993921.68,856535.11,79278.29
Southeast,Weekly,"2019-08-25 00:00:00","Conventional ",1.130000000,5122032.50,2033516.95,226675.74,17884.12,2843955.69,1413587.72,1347376.35,82991.62
Southeast,Weekly,"2019-08-18 00:00:00","Conventional ",1.160000000,4468766.81,1715843.87,188945.63,18174.26,2545803.05,1415284.02,1023928.17,106590.86
