Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Houston,Weekly,"2018-07-01 00:00:00",Organic,1.260000000,26041.73,5546.08,60.06,0.00,20435.59,19546.06,889.53,0.00
Indianapolis,Weekly,"2018-07-01 00:00:00",Organic,1.360000000,10766.21,351.75,1339.32,0.00,9056.44,3236.24,5820.20,0.00
Jacksonville,Weekly,"2018-07-01 00:00:00",Organic,1.320000000,2890.04,79.00,579.46,1.32,2230.26,2230.26,0.00,0.00
"Las Vegas",Weekly,"2018-07-01 00:00:00",Organic,1.610000000,13210.63,2479.25,1981.29,0.00,8750.09,8728.35,21.74,0.00
"Los Angeles",Weekly,"2018-07-01 00:00:00",Organic,1.870000000,100906.49,23467.93,33398.80,0.00,44039.76,44020.98,18.78,0.00
Louisville,Weekly,"2018-07-01 00:00:00",Organic,1.610000000,4780.79,0.00,1294.93,0.00,3485.86,1107.88,2377.98,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-07-01 00:00:00",Organic,1.280000000,10159.78,83.33,300.57,0.00,9775.88,9765.88,10.00,0.00
Midsouth,Weekly,"2018-07-01 00:00:00",Organic,1.570000000,203081.56,2832.41,43406.16,586.80,156256.19,134644.54,21611.65,0.00
Nashville,Weekly,"2018-07-01 00:00:00",Organic,1.510000000,13398.51,28.22,2487.04,0.00,10883.25,4787.54,6095.71,0.00
"New Orleans/Mobile",Weekly,"2018-07-01 00:00:00",Organic,1.240000000,5054.14,882.05,130.98,0.00,4041.11,3197.78,843.33,0.00
"New York",Weekly,"2018-07-01 00:00:00",Organic,1.940000000,79750.46,10234.62,16548.51,1944.09,51023.24,50897.53,125.71,0.00
Northeast,Weekly,"2018-07-01 00:00:00",Organic,1.680000000,256976.27,19335.03,31479.40,1685.59,204476.25,167533.44,36942.81,0.00
"Northern New England",Weekly,"2018-07-01 00:00:00",Organic,1.570000000,26982.46,1.00,264.69,0.00,26716.77,26716.77,0.00,0.00
Orlando,Weekly,"2018-07-01 00:00:00",Organic,1.250000000,9849.98,114.83,597.36,0.00,9137.79,9111.12,26.67,0.00
Philadelphia,Weekly,"2018-07-01 00:00:00",Organic,1.660000000,20282.82,2652.27,4076.26,4.46,13549.83,13546.50,3.33,0.00
Phoenix/Tucson,Weekly,"2018-07-01 00:00:00",Organic,1.380000000,23259.82,5082.33,3544.43,0.00,14633.06,14625.66,7.40,0.00
Pittsburgh,Weekly,"2018-07-01 00:00:00",Organic,1.460000000,13969.35,1499.56,7.06,0.00,12462.73,12462.73,0.00,0.00
Plains,Weekly,"2018-07-01 00:00:00",Organic,1.350000000,79734.80,6861.00,7415.05,23.43,65435.32,51717.58,13717.74,0.00
Portland,Weekly,"2018-07-01 00:00:00",Organic,1.680000000,39535.19,1996.35,11955.78,0.00,25583.06,2953.67,22577.89,51.50
Raleigh/Greensboro,Weekly,"2018-07-01 00:00:00",Organic,2.270000000,13876.70,31.19,6515.13,94.33,7236.05,6940.96,295.09,0.00
Richmond/Norfolk,Weekly,"2018-07-01 00:00:00",Organic,1.210000000,28868.61,52.71,3912.57,61.18,24842.15,23259.46,1582.69,0.00
Roanoke,Weekly,"2018-07-01 00:00:00",Organic,1.370000000,12513.89,321.91,1631.11,0.00,10560.87,8242.21,2318.66,0.00
Sacramento,Weekly,"2018-07-01 00:00:00",Organic,1.710000000,12812.70,3006.58,4089.82,0.00,5716.30,5702.97,13.33,0.00
"San Diego",Weekly,"2018-07-01 00:00:00",Organic,2.100000000,19239.55,4531.84,11743.22,0.00,2964.49,2964.49,0.00,0.00
"San Francisco",Weekly,"2018-07-01 00:00:00",Organic,1.840000000,38216.58,10308.92,9923.98,0.00,17983.68,17979.24,4.44,0.00
Seattle,Weekly,"2018-07-01 00:00:00",Organic,1.450000000,106112.61,1715.40,34132.05,23.81,70241.35,3271.22,66842.28,127.85
"South Carolina",Weekly,"2018-07-01 00:00:00",Organic,1.360000000,22212.41,65.84,4785.92,50.53,17310.12,16208.56,1101.56,0.00
"South Central",Weekly,"2018-07-01 00:00:00",Organic,1.370000000,150976.28,27243.97,5701.08,0.00,118031.23,98221.24,19809.99,0.00
Southeast,Weekly,"2018-07-01 00:00:00",Organic,1.290000000,132267.44,963.32,20307.25,68.78,110928.09,98589.23,12338.86,0.00
Spokane,Weekly,"2018-07-01 00:00:00",Organic,1.670000000,6513.19,263.99,2396.87,0.00,3852.33,1155.55,2687.47,9.31
"St. Louis",Weekly,"2018-07-01 00:00:00",Organic,1.690000000,10320.64,1948.94,2494.91,7.06,5869.73,5148.86,720.87,0.00
Syracuse,Weekly,"2018-07-01 00:00:00",Organic,1.290000000,5112.25,105.07,83.89,0.00,4923.29,1418.68,3504.61,0.00
Tampa,Weekly,"2018-07-01 00:00:00",Organic,1.250000000,8749.62,109.21,461.14,0.00,8179.27,8139.27,40.00,0.00
West,Weekly,"2018-07-01 00:00:00",Organic,1.560000000,330833.05,41170.86,80108.39,149.60,209404.20,97738.59,111423.84,241.77
"West Tex/New Mexico",Weekly,"2018-07-01 00:00:00",Organic,1.520000000,24092.92,3142.66,3195.91,0.00,17754.35,16891.54,862.81,0.00
"Total U.S.",Weekly,"2018-07-08 00:00:00",Organic,1.570000000,1589877.42,153518.59,341813.38,1115.90,1092704.92,805225.83,287408.34,70.75
Albany,Weekly,"2018-07-08 00:00:00",Organic,1.640000000,2635.18,115.83,242.46,0.00,2276.89,2276.89,0.00,0.00
Atlanta,Weekly,"2018-07-08 00:00:00",Organic,1.440000000,24983.53,148.97,5288.38,0.00,19546.18,10471.69,9074.49,0.00
Baltimore/Washington,Weekly,"2018-07-08 00:00:00",Organic,1.510000000,35176.68,1300.93,5641.28,50.21,28184.26,28180.93,3.33,0.00
Boise,Weekly,"2018-07-08 00:00:00",Organic,1.770000000,3646.62,0.00,1073.00,0.00,2573.62,934.32,1639.30,0.00
Boston,Weekly,"2018-07-08 00:00:00",Organic,1.690000000,32104.36,81.38,2757.15,0.00,29265.83,19543.95,9721.88,0.00
Buffalo/Rochester,Weekly,"2018-07-08 00:00:00",Organic,1.170000000,15804.81,391.73,139.93,0.00,15273.15,919.99,14353.16,0.00
California,Weekly,"2018-07-08 00:00:00",Organic,1.830000000,241435.68,51586.31,89292.55,0.00,100556.82,100377.61,179.21,0.00
Charlotte,Weekly,"2018-07-08 00:00:00",Organic,2.000000000,12573.25,21.02,5709.36,114.31,6728.56,6725.23,3.33,0.00
Chicago,Weekly,"2018-07-08 00:00:00",Organic,1.590000000,48805.03,267.91,25650.59,0.00,22886.53,14047.71,8838.82,0.00
Cincinnati/Dayton,Weekly,"2018-07-08 00:00:00",Organic,1.580000000,22372.27,637.51,4093.10,0.00,17641.66,7315.67,10325.99,0.00
Columbus,Weekly,"2018-07-08 00:00:00",Organic,1.320000000,14298.53,546.61,1502.90,0.00,12191.23,7745.08,4446.15,0.00
"Dallas/Ft. Worth",Weekly,"2018-07-08 00:00:00",Organic,1.490000000,27920.95,6331.44,635.87,0.00,20953.64,17390.31,3563.33,0.00
Denver,Weekly,"2018-07-08 00:00:00",Organic,1.630000000,25101.47,10539.52,1077.32,89.29,13395.34,11463.13,1932.21,0.00
Detroit,Weekly,"2018-07-08 00:00:00",Organic,1.400000000,22546.88,537.05,3382.25,0.00,18208.16,12674.24,5533.92,0.00
"Grand Rapids",Weekly,"2018-07-08 00:00:00",Organic,1.200000000,13456.06,31.78,1544.42,0.00,11879.86,11854.17,25.69,0.00
"Great Lakes",Weekly,"2018-07-08 00:00:00",Organic,1.430000000,216750.58,4788.88,50381.60,7.98,160850.46,109933.22,50917.24,0.00
Harrisburg/Scranton,Weekly,"2018-07-08 00:00:00",Organic,1.430000000,11688.67,337.33,439.82,0.00,10911.52,10908.19,3.33,0.00
Hartford/Springfield,Weekly,"2018-07-08 00:00:00",Organic,2.140000000,13759.99,94.54,7236.17,0.00,6429.28,6429.28,0.00,0.00
Houston,Weekly,"2018-07-08 00:00:00",Organic,1.350000000,24313.22,5906.98,66.51,0.00,18339.73,17436.40,903.33,0.00
Indianapolis,Weekly,"2018-07-08 00:00:00",Organic,1.300000000,8634.40,256.60,1388.31,0.00,6965.50,2514.70,4450.80,0.00
Jacksonville,Weekly,"2018-07-08 00:00:00",Organic,1.310000000,3868.70,71.23,621.30,0.00,3176.17,3176.17,0.00,0.00
"Las Vegas",Weekly,"2018-07-08 00:00:00",Organic,1.620000000,14316.66,2956.62,2071.88,0.00,9288.16,9267.89,20.27,0.00
"Los Angeles",Weekly,"2018-07-08 00:00:00",Organic,1.880000000,109917.99,26104.35,35591.01,0.00,48222.63,48091.18,131.45,0.00
Louisville,Weekly,"2018-07-08 00:00:00",Organic,1.600000000,4955.17,7.74,1353.92,0.00,3593.51,1206.59,2386.92,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-07-08 00:00:00",Organic,1.270000000,10244.66,68.33,349.68,0.00,9826.65,9823.32,3.33,0.00
Midsouth,Weekly,"2018-07-08 00:00:00",Organic,1.690000000,164192.26,3042.46,42983.84,510.48,117652.51,97964.66,19687.85,0.00
Nashville,Weekly,"2018-07-08 00:00:00",Organic,1.440000000,10644.56,57.52,2471.15,0.00,8115.89,4984.75,3131.14,0.00
"New Orleans/Mobile",Weekly,"2018-07-08 00:00:00",Organic,1.130000000,4879.67,586.49,43.17,0.00,4250.01,3560.01,690.00,0.00
"New York",Weekly,"2018-07-08 00:00:00",Organic,1.960000000,82191.93,10923.08,19152.56,392.64,51723.65,51698.17,25.48,0.00
Northeast,Weekly,"2018-07-08 00:00:00",Organic,1.740000000,247609.78,21432.27,37276.26,351.20,188550.05,152857.81,35692.24,0.00
"Northern New England",Weekly,"2018-07-08 00:00:00",Organic,1.580000000,28137.71,24.00,485.37,0.00,27628.34,27628.34,0.00,0.00
Orlando,Weekly,"2018-07-08 00:00:00",Organic,1.250000000,10082.46,99.88,568.43,0.00,9414.15,9394.15,20.00,0.00
Philadelphia,Weekly,"2018-07-08 00:00:00",Organic,1.740000000,20494.25,3347.40,4339.52,10.65,12796.68,12796.68,0.00,0.00
Phoenix/Tucson,Weekly,"2018-07-08 00:00:00",Organic,1.380000000,23022.88,3564.04,3048.93,0.00,16409.91,16397.77,12.14,0.00
Pittsburgh,Weekly,"2018-07-08 00:00:00",Organic,1.430000000,11471.10,1185.85,5.24,0.00,10280.01,10280.01,0.00,0.00
Plains,Weekly,"2018-07-08 00:00:00",Organic,1.350000000,84166.78,6134.03,9490.68,9.30,68532.77,55628.67,12904.10,0.00
Portland,Weekly,"2018-07-08 00:00:00",Organic,1.650000000,44193.22,1638.93,12617.36,0.00,29936.93,3441.11,26495.82,0.00
Raleigh/Greensboro,Weekly,"2018-07-08 00:00:00",Organic,2.520000000,11960.56,25.85,6318.77,108.11,5507.83,5282.77,225.06,0.00
Richmond/Norfolk,Weekly,"2018-07-08 00:00:00",Organic,1.380000000,19284.35,98.17,4175.83,57.45,14952.90,13024.34,1928.56,0.00
Roanoke,Weekly,"2018-07-08 00:00:00",Organic,1.540000000,8905.13,275.02,1818.28,0.00,6811.83,4935.60,1876.23,0.00
Sacramento,Weekly,"2018-07-08 00:00:00",Organic,1.610000000,14507.76,2817.47,5348.04,0.00,6342.25,6342.25,0.00,0.00
"San Diego",Weekly,"2018-07-08 00:00:00",Organic,2.090000000,22458.35,5479.52,13516.21,0.00,3462.62,3419.38,43.24,0.00
"San Francisco",Weekly,"2018-07-08 00:00:00",Organic,1.760000000,44264.96,10700.23,13053.10,0.00,20511.63,20511.63,0.00,0.00
Seattle,Weekly,"2018-07-08 00:00:00",Organic,1.420000000,126707.65,1887.82,41767.22,6.59,83046.02,3397.74,79605.79,42.49
"South Carolina",Weekly,"2018-07-08 00:00:00",Organic,1.360000000,21898.88,89.90,4496.39,53.67,17258.92,15677.69,1581.23,0.00
"South Central",Weekly,"2018-07-08 00:00:00",Organic,1.430000000,134279.06,26876.75,5047.74,0.00,102354.57,81982.08,20372.49,0.00
Southeast,Weekly,"2018-07-08 00:00:00",Organic,1.270000000,143340.10,941.62,19029.32,75.74,123293.42,106592.84,16700.58,0.00
Spokane,Weekly,"2018-07-08 00:00:00",Organic,1.650000000,7113.42,303.63,2489.38,0.00,4320.41,1120.00,3200.41,0.00
"St. Louis",Weekly,"2018-07-08 00:00:00",Organic,1.620000000,13267.49,1878.49,3693.46,0.00,7695.54,7225.42,470.12,0.00
Syracuse,Weekly,"2018-07-08 00:00:00",Organic,1.290000000,3934.64,141.03,105.08,0.00,3688.53,869.89,2818.64,0.00
Tampa,Weekly,"2018-07-08 00:00:00",Organic,1.250000000,8390.96,74.00,498.06,0.00,7818.90,7818.90,0.00,0.00
West,Weekly,"2018-07-08 00:00:00",Organic,1.550000000,358103.23,38716.27,88311.38,161.22,230914.36,99888.97,130954.64,70.75
"West Tex/New Mexico",Weekly,"2018-07-08 00:00:00",Organic,1.570000000,24066.14,3572.02,3213.17,5.81,17275.14,16331.80,943.34,0.00
"Total U.S.",Weekly,"2018-07-15 00:00:00",Organic,1.580000000,1568944.98,155018.27,349923.01,1277.10,1062513.79,850384.88,212101.67,27.24
Albany,Weekly,"2018-07-15 00:00:00",Organic,1.590000000,3087.19,146.18,224.22,0.00,2716.79,2716.79,0.00,0.00
Atlanta,Weekly,"2018-07-15 00:00:00",Organic,1.500000000,23868.67,311.33,5448.70,0.00,18108.64,9797.46,8311.18,0.00
Baltimore/Washington,Weekly,"2018-07-15 00:00:00",Organic,1.510000000,40187.98,1301.24,5892.58,57.16,32937.00,32937.00,0.00,0.00
Boise,Weekly,"2018-07-15 00:00:00",Organic,1.770000000,3297.61,0.00,793.98,0.00,2503.63,848.75,1654.88,0.00
Boston,Weekly,"2018-07-15 00:00:00",Organic,1.700000000,29897.08,36.20,1995.82,0.00,27865.06,20825.76,7039.30,0.00
Buffalo/Rochester,Weekly,"2018-07-15 00:00:00",Organic,1.210000000,14807.09,353.90,93.52,0.00,14359.67,1816.67,12543.00,0.00
California,Weekly,"2018-07-15 00:00:00",Organic,1.820000000,204463.46,41015.84,75876.79,0.00,87570.83,87530.21,40.62,0.00
Charlotte,Weekly,"2018-07-15 00:00:00",Organic,1.930000000,14295.19,145.27,6391.28,116.52,7642.12,7638.79,3.33,0.00
Chicago,Weekly,"2018-07-15 00:00:00",Organic,1.590000000,51636.47,188.37,25557.39,0.00,25890.71,21204.75,4685.96,0.00
Cincinnati/Dayton,Weekly,"2018-07-15 00:00:00",Organic,1.730000000,16365.61,618.67,4136.55,0.00,11610.39,4000.20,7610.19,0.00
Columbus,Weekly,"2018-07-15 00:00:00",Organic,1.460000000,9208.17,549.90,1511.07,0.00,7117.53,4618.58,2498.95,0.00
"Dallas/Ft. Worth",Weekly,"2018-07-15 00:00:00",Organic,1.340000000,27698.69,4056.63,581.65,0.00,23060.41,19617.09,3443.32,0.00
Denver,Weekly,"2018-07-15 00:00:00",Organic,1.580000000,30197.38,7788.67,1051.02,122.08,21235.61,19057.69,2177.92,0.00
Detroit,Weekly,"2018-07-15 00:00:00",Organic,1.520000000,16360.94,607.89,3373.35,0.00,12296.46,8465.84,3830.62,0.00
"Grand Rapids",Weekly,"2018-07-15 00:00:00",Organic,1.310000000,10408.72,15.39,1197.76,0.00,9195.57,9134.72,60.85,0.00
"Great Lakes",Weekly,"2018-07-15 00:00:00",Organic,1.510000000,202058.84,4572.16,49989.31,0.00,147284.56,108825.89,38458.67,0.00
Harrisburg/Scranton,Weekly,"2018-07-15 00:00:00",Organic,1.470000000,13593.06,659.27,309.30,0.00,12624.49,12612.90,11.59,0.00
Hartford/Springfield,Weekly,"2018-07-15 00:00:00",Organic,1.920000000,22613.76,542.49,13313.54,2.84,8754.89,8682.26,72.63,0.00
Houston,Weekly,"2018-07-15 00:00:00",Organic,1.310000000,32339.53,6864.69,30.13,0.00,25444.71,24544.71,900.00,0.00
Indianapolis,Weekly,"2018-07-15 00:00:00",Organic,1.380000000,9866.66,310.07,1588.04,0.00,7928.50,3072.77,4855.73,0.00
Jacksonville,Weekly,"2018-07-15 00:00:00",Organic,1.310000000,3863.63,33.00,617.17,5.28,3208.18,3143.64,64.54,0.00
"Las Vegas",Weekly,"2018-07-15 00:00:00",Organic,1.600000000,14464.01,2746.56,1997.11,0.00,9720.34,9715.95,4.39,0.00
"Los Angeles",Weekly,"2018-07-15 00:00:00",Organic,1.840000000,103513.53,23183.16,32513.94,0.00,47816.43,47800.72,15.71,0.00
Louisville,Weekly,"2018-07-15 00:00:00",Organic,1.690000000,5385.93,0.00,1328.11,0.00,4057.82,1644.11,2413.71,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-07-15 00:00:00",Organic,1.320000000,10593.75,158.09,1077.55,0.00,9358.11,9351.45,6.66,0.00
Midsouth,Weekly,"2018-07-15 00:00:00",Organic,1.680000000,183517.16,3234.37,44148.56,462.78,135671.45,114879.55,20791.90,0.00
Nashville,Weekly,"2018-07-15 00:00:00",Organic,1.500000000,12238.06,45.65,2371.64,0.00,9820.77,4617.19,5203.58,0.00
"New Orleans/Mobile",Weekly,"2018-07-15 00:00:00",Organic,1.060000000,4218.45,160.52,40.15,0.00,4017.78,3164.45,853.33,0.00
"New York",Weekly,"2018-07-15 00:00:00",Organic,1.700000000,139288.85,28501.17,47120.77,565.18,63101.73,62549.87,551.86,0.00
Northeast,Weekly,"2018-07-15 00:00:00",Organic,1.640000000,327208.57,45609.79,77114.67,498.66,203985.45,172330.27,31655.18,0.00
"Northern New England",Weekly,"2018-07-15 00:00:00",Organic,1.570000000,22353.80,1.00,266.50,0.00,22086.30,22082.97,3.33,0.00
Orlando,Weekly,"2018-07-15 00:00:00",Organic,1.280000000,9526.93,174.09,736.26,0.00,8616.58,8182.23,434.35,0.00
Philadelphia,Weekly,"2018-07-15 00:00:00",Organic,1.620000000,29150.86,4959.66,8513.11,6.31,15671.78,15550.03,121.75,0.00
Phoenix/Tucson,Weekly,"2018-07-15 00:00:00",Organic,1.340000000,21259.85,3152.46,3295.31,0.00,14812.08,14795.15,16.93,0.00
Pittsburgh,Weekly,"2018-07-15 00:00:00",Organic,1.470000000,14661.13,1288.42,8.80,0.00,13363.91,13363.91,0.00,0.00
Plains,Weekly,"2018-07-15 00:00:00",Organic,1.280000000,84789.46,4971.43,8091.23,2.34,71724.46,61071.79,10652.67,0.00
Portland,Weekly,"2018-07-15 00:00:00",Organic,1.780000000,35260.34,1368.80,11041.17,0.00,22850.37,2561.11,20289.26,0.00
Raleigh/Greensboro,Weekly,"2018-07-15 00:00:00",Organic,2.080000000,17276.55,196.43,6356.36,106.48,10617.28,10552.99,64.29,0.00
Richmond/Norfolk,Weekly,"2018-07-15 00:00:00",Organic,1.440000000,19412.99,66.26,4151.12,49.30,15146.31,12852.77,2293.54,0.00
Roanoke,Weekly,"2018-07-15 00:00:00",Organic,1.640000000,8382.63,169.15,1884.98,0.00,6328.50,4625.89,1702.61,0.00
Sacramento,Weekly,"2018-07-15 00:00:00",Organic,1.580000000,11614.46,1877.72,4225.25,0.00,5511.49,5511.49,0.00,0.00
"San Diego",Weekly,"2018-07-15 00:00:00",Organic,2.040000000,20454.23,5345.75,11443.26,0.00,3665.22,3663.33,1.89,0.00
"San Francisco",Weekly,"2018-07-15 00:00:00",Organic,1.840000000,30398.31,6623.47,11159.29,0.00,12615.55,12615.55,0.00,0.00
Seattle,Weekly,"2018-07-15 00:00:00",Organic,1.860000000,62374.56,2080.02,25017.17,2.65,35274.72,3426.69,31837.73,10.30
"South Carolina",Weekly,"2018-07-15 00:00:00",Organic,1.440000000,20865.84,177.57,4926.74,44.78,15716.75,13807.40,1909.35,0.00
"South Central",Weekly,"2018-07-15 00:00:00",Organic,1.340000000,143830.28,21511.60,4991.54,0.00,117327.14,94532.31,22794.83,0.00
Southeast,Weekly,"2018-07-15 00:00:00",Organic,1.320000000,137383.58,1489.25,21360.85,80.42,114453.06,97089.81,17363.25,0.00
Spokane,Weekly,"2018-07-15 00:00:00",Organic,1.630000000,6789.38,266.86,2360.05,0.00,4162.47,1153.34,3004.50,4.63
"St. Louis",Weekly,"2018-07-15 00:00:00",Organic,1.660000000,13068.46,1089.56,4535.42,1.76,7441.72,6784.19,657.53,0.00
Syracuse,Weekly,"2018-07-15 00:00:00",Organic,1.280000000,4708.69,129.82,77.42,0.00,4501.45,1750.05,2751.40,0.00
Tampa,Weekly,"2018-07-15 00:00:00",Organic,1.320000000,8244.19,138.10,843.31,0.00,7262.78,6669.99,592.79,0.00
West,Weekly,"2018-07-15 00:00:00",Organic,1.680000000,285693.69,32613.84,68350.05,232.90,184496.90,114125.08,70344.58,27.24
"West Tex/New Mexico",Weekly,"2018-07-15 00:00:00",Organic,1.460000000,31866.68,4130.26,3544.82,0.00,24191.60,23177.65,1013.95,0.00
"Total U.S.",Weekly,"2018-07-22 00:00:00",Organic,1.570000000,1512027.80,107255.32,300674.54,2224.46,1101682.26,871091.43,230584.77,6.06
Albany,Weekly,"2018-07-22 00:00:00",Organic,1.420000000,4377.42,64.98,198.47,0.00,4113.97,4113.97,0.00,0.00
Atlanta,Weekly,"2018-07-22 00:00:00",Organic,1.500000000,23256.50,267.97,5368.33,0.00,17620.20,9277.40,8342.80,0.00
Baltimore/Washington,Weekly,"2018-07-22 00:00:00",Organic,1.490000000,40131.64,1362.51,5113.82,54.76,33600.55,31326.00,2274.55,0.00
Boise,Weekly,"2018-07-22 00:00:00",Organic,1.770000000,3539.96,0.00,1046.16,0.00,2493.80,984.04,1509.76,0.00
Boston,Weekly,"2018-07-22 00:00:00",Organic,1.740000000,32150.15,44.83,1741.53,0.00,30363.79,26302.39,4061.40,0.00
Buffalo/Rochester,Weekly,"2018-07-22 00:00:00",Organic,1.190000000,15724.17,361.66,122.65,0.00,15239.86,8934.77,6305.09,0.00
California,Weekly,"2018-07-22 00:00:00",Organic,1.820000000,203331.06,29626.96,88012.72,0.00,85691.38,85678.99,12.39,0.00
Charlotte,Weekly,"2018-07-22 00:00:00",Organic,1.920000000,13031.33,23.97,5854.10,108.09,7045.17,7045.17,0.00,0.00
Chicago,Weekly,"2018-07-22 00:00:00",Organic,1.500000000,40387.10,325.34,12418.26,0.00,27643.50,14665.88,12977.62,0.00
Cincinnati/Dayton,Weekly,"2018-07-22 00:00:00",Organic,1.770000000,15483.89,660.02,5134.64,0.00,9689.23,2292.88,7396.35,0.00
Columbus,Weekly,"2018-07-22 00:00:00",Organic,1.530000000,10979.03,516.40,1598.15,0.00,8841.92,3969.36,4872.56,0.00
"Dallas/Ft. Worth",Weekly,"2018-07-22 00:00:00",Organic,1.210000000,29070.58,1892.45,266.23,0.00,26911.90,23176.55,3735.35,0.00
Denver,Weekly,"2018-07-22 00:00:00",Organic,1.580000000,33059.20,7475.52,1515.15,124.33,23944.20,19535.12,4409.08,0.00
Detroit,Weekly,"2018-07-22 00:00:00",Organic,1.470000000,22818.84,706.20,3513.83,0.00,18496.85,10511.68,7985.17,0.00
"Grand Rapids",Weekly,"2018-07-22 00:00:00",Organic,1.220000000,12562.90,36.43,1137.82,0.00,11388.65,11335.71,52.94,0.00
"Great Lakes",Weekly,"2018-07-22 00:00:00",Organic,1.430000000,215611.36,5104.39,37411.76,15.97,172888.02,113351.04,59536.98,0.00
Harrisburg/Scranton,Weekly,"2018-07-22 00:00:00",Organic,1.380000000,17962.76,284.83,292.29,0.00,17385.64,17071.94,313.70,0.00
Hartford/Springfield,Weekly,"2018-07-22 00:00:00",Organic,1.980000000,15199.75,99.86,4877.58,0.00,10222.31,10208.09,14.22,0.00
Houston,Weekly,"2018-07-22 00:00:00",Organic,1.160000000,29847.63,5066.40,28.02,0.00,24753.21,24000.99,752.22,0.00
Indianapolis,Weekly,"2018-07-22 00:00:00",Organic,1.340000000,11226.02,346.48,1818.90,0.00,9042.94,3961.25,5081.69,0.00
Jacksonville,Weekly,"2018-07-22 00:00:00",Organic,1.480000000,4539.71,97.77,765.70,2.64,3673.60,2660.00,1013.60,0.00
"Las Vegas",Weekly,"2018-07-22 00:00:00",Organic,1.540000000,13221.39,2286.23,1897.91,0.00,9037.25,9012.22,25.03,0.00
"Los Angeles",Weekly,"2018-07-22 00:00:00",Organic,1.850000000,99547.25,20901.26,31562.69,0.00,47083.30,47070.62,12.68,0.00
Louisville,Weekly,"2018-07-22 00:00:00",Organic,1.620000000,6393.33,10.29,1132.32,0.00,5250.72,2026.75,3223.97,0.00
"Miami/Ft. Lauderdale",Weekly,"2018-07-22 00:00:00",Organic,1.310000000,9785.55,130.86,532.47,0.00,9122.22,9122.22,0.00,0.00
Midsouth,Weekly,"2018-07-22 00:00:00",Organic,1.680000000,183688.60,3214.51,41255.07,441.25,138777.77,107004.25,31773.52,0.00
Nashville,Weekly,"2018-07-22 00:00:00",Organic,1.680000000,12221.58,40.58,2344.43,0.00,9836.57,2774.72,7061.85,0.00
"New Orleans/Mobile",Weekly,"2018-07-22 00:00:00",Organic,1.050000000,7617.90,78.66,133.32,0.00,7405.92,6731.11,674.81,0.00
"New York",Weekly,"2018-07-22 00:00:00",Organic,1.900000000,91720.13,9902.45,16894.53,1681.17,63241.98,61169.62,2072.36,0.00
Northeast,Weekly,"2018-07-22 00:00:00",Organic,1.680000000,265993.43,16127.44,30398.26,1459.96,218007.77,199869.80,18137.97,0.00
"Northern New England",Weekly,"2018-07-22 00:00:00",Organic,1.550000000,21514.73,0.00,392.78,0.00,21121.95,21121.95,0.00,0.00
Orlando,Weekly,"2018-07-22 00:00:00",Organic,1.560000000,12701.95,450.01,1750.86,0.00,10501.08,7627.78,2873.30,0.00
Philadelphia,Weekly,"2018-07-22 00:00:00",Organic,1.670000000,24148.57,1974.34,4372.48,9.02,17792.73,16810.80,981.93,0.00
Phoenix/Tucson,Weekly,"2018-07-22 00:00:00",Organic,1.340000000,23275.55,3971.54,3074.85,0.00,16229.16,16211.23,17.93,0.00
Pittsburgh,Weekly,"2018-07-22 00:00:00",Organic,1.410000000,9141.64,756.57,1.76,0.00,8383.31,8383.31,0.00,0.00
Plains,Weekly,"2018-07-22 00:00:00",Organic,1.320000000,82432.16,6010.53,8004.98,7.03,68409.62,56551.04,11858.58,0.00
Portland,Weekly,"2018-07-22 00:00:00",Organic,1.800000000,31961.89,1690.08,12486.76,0.00,17785.05,2638.71,15146.34,0.00
Raleigh/Greensboro,Weekly,"2018-07-22 00:00:00",Organic,2.020000000,17292.30,41.19,6451.57,123.90,10675.64,10615.24,60.40,0.00
Richmond/Norfolk,Weekly,"2018-07-22 00:00:00",Organic,1.460000000,18687.01,49.39,3677.02,35.55,14925.05,11325.67,3599.38,0.00
Roanoke,Weekly,"2018-07-22 00:00:00",Organic,1.670000000,9378.17,290.97,1576.68,0.00,7510.52,4271.16,3239.36,0.00
Sacramento,Weekly,"2018-07-22 00:00:00",Organic,1.550000000,12118.84,1102.89,5679.36,0.00,5336.59,5336.59,0.00,0.00
"San Diego",Weekly,"2018-07-22 00:00:00",Organic,2.080000000,18023.47,3295.12,11328.16,0.00,3400.19,3400.19,0.00,0.00
"San Francisco",Weekly,"2018-07-22 00:00:00",Organic,1.810000000,33031.60,2395.92,18083.91,0.00,12551.77,12551.77,0.00,0.00
Seattle,Weekly,"2018-07-22 00:00:00",Organic,1.870000000,55326.70,1586.12,23098.66,9.25,30632.67,3113.71,27518.96,0.00
"South Carolina",Weekly,"2018-07-22 00:00:00",Organic,1.480000000,18981.59,53.31,4928.62,67.03,13932.63,11850.19,2082.44,0.00
"South Central",Weekly,"2018-07-22 00:00:00",Organic,1.200000000,149868.62,12762.90,4268.06,0.00,132837.66,113279.01,19558.65,0.00
