Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Roanoke,Weekly,"2018-02-11 00:00:00",Conventional,0.850000000,207658.32,54069.78,44325.77,286.59,108976.18,87195.47,21390.71,390.00
Sacramento,Weekly,"2018-02-11 00:00:00",Conventional,1.070000000,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.90,5838.17
"San Diego",Weekly,"2018-02-11 00:00:00",Conventional,0.930000000,558926.47,222366.32,136214.59,16577.90,183767.66,175708.38,5873.73,2185.55
"San Francisco",Weekly,"2018-02-11 00:00:00",Conventional,1.320000000,823086.86,267695.96,405148.34,3199.77,147042.79,144064.49,120.38,2857.92
Seattle,Weekly,"2018-02-11 00:00:00",Conventional,1.400000000,468936.03,98161.81,129399.46,631.78,240742.98,136973.79,103420.83,348.36
"South Carolina",Weekly,"2018-02-11 00:00:00",Conventional,1.050000000,452805.55,213633.63,65654.71,3577.01,169940.20,126052.20,40667.08,3220.92
"South Central",Weekly,"2018-02-11 00:00:00",Conventional,0.700000000,8043965.41,3886584.49,917502.14,24745.18,3215133.60,2589009.32,574460.87,51663.41
Southeast,Weekly,"2018-02-11 00:00:00",Conventional,0.970000000,5141310.45,3028127.72,399356.06,16907.18,1696919.49,1077827.17,608625.73,10466.59
Spokane,Weekly,"2018-02-11 00:00:00",Conventional,1.160000000,95011.27,25569.06,24035.03,453.07,44954.11,21460.59,23406.38,87.14
"St. Louis",Weekly,"2018-02-11 00:00:00",Conventional,1.150000000,174606.68,80260.52,6205.36,372.01,87768.79,67859.82,19908.97,0.00
Syracuse,Weekly,"2018-02-11 00:00:00",Conventional,1.300000000,78222.88,8860.55,46499.73,87.27,22775.33,12967.57,9807.76,0.00
Tampa,Weekly,"2018-02-11 00:00:00",Conventional,1.000000000,569543.02,364195.92,46814.57,1035.27,157497.26,82780.08,74593.85,123.33
West,Weekly,"2018-02-11 00:00:00",Conventional,0.930000000,7463494.79,2646176.67,1633418.28,109146.92,3074752.92,1203367.03,1856207.85,15178.04
"West Tex/New Mexico",Weekly,"2018-02-11 00:00:00",Conventional,0.750000000,1071952.06,544075.54,189862.10,7194.15,330820.27,113338.76,215753.74,1727.77
"Total U.S.",Weekly,"2018-02-18 00:00:00",Conventional,1.080000000,36709887.49,13262751.42,10491918.44,552969.73,12402247.90,9023351.68,3151157.42,227738.80
Albany,Weekly,"2018-02-18 00:00:00",Conventional,1.430000000,85630.24,5499.73,61661.76,75.00,18393.75,15677.67,2336.08,380.00
Atlanta,Weekly,"2018-02-18 00:00:00",Conventional,1.040000000,538448.01,229255.93,30082.73,1325.82,277783.53,198897.13,76224.45,2661.95
Baltimore/Washington,Weekly,"2018-02-18 00:00:00",Conventional,1.420000000,796515.52,92816.97,487724.44,4694.08,211280.03,206322.72,4030.64,926.67
Boise,Weekly,"2018-02-18 00:00:00",Conventional,1.250000000,80833.06,39772.80,2363.06,8575.65,30121.55,21029.36,9032.90,59.29
Boston,Weekly,"2018-02-18 00:00:00",Conventional,1.510000000,515022.94,16054.89,378699.13,2422.76,117846.16,99085.39,17672.99,1087.78
Buffalo/Rochester,Weekly,"2018-02-18 00:00:00",Conventional,1.280000000,144087.48,10951.83,66055.96,74.08,67005.61,32089.56,34562.71,353.34
California,Weekly,"2018-02-18 00:00:00",Conventional,1.100000000,6379219.83,2086478.70,2413234.64,114573.33,1764933.16,1640897.04,47009.82,77026.30
Charlotte,Weekly,"2018-02-18 00:00:00",Conventional,1.360000000,224395.77,53547.46,75445.39,5423.50,89979.42,85685.59,4293.83,0.00
Chicago,Weekly,"2018-02-18 00:00:00",Conventional,1.530000000,736317.26,67207.40,403149.52,131732.99,134227.35,98803.70,35146.84,276.81
Cincinnati/Dayton,Weekly,"2018-02-18 00:00:00",Conventional,0.830000000,231729.88,71473.92,15783.23,7110.53,137362.20,108121.76,28080.54,1159.90
Columbus,Weekly,"2018-02-18 00:00:00",Conventional,1.020000000,179193.25,47570.10,13758.25,2239.22,115625.68,76906.83,36898.98,1819.87
"Dallas/Ft. Worth",Weekly,"2018-02-18 00:00:00",Conventional,0.770000000,1421970.53,780856.19,250380.23,5033.93,385700.18,268220.80,102051.19,15428.19
Denver,Weekly,"2018-02-18 00:00:00",Conventional,1.160000000,743979.81,159850.99,197244.92,12929.90,373954.00,126126.99,247827.01,0.00
Detroit,Weekly,"2018-02-18 00:00:00",Conventional,1.110000000,361966.97,70416.79,33890.23,18889.70,238770.25,177738.87,48953.96,12077.42
"Grand Rapids",Weekly,"2018-02-18 00:00:00",Conventional,1.520000000,143871.75,1921.26,46210.79,26232.82,69506.88,55370.67,5586.21,8550.00
"Great Lakes",Weekly,"2018-02-18 00:00:00",Conventional,1.200000000,3351722.04,639056.82,856103.82,251048.73,1605512.67,1146466.95,412433.13,46612.59
Harrisburg/Scranton,Weekly,"2018-02-18 00:00:00",Conventional,1.250000000,277022.82,67138.92,129856.77,111.37,79915.76,71649.00,6605.65,1661.11
Hartford/Springfield,Weekly,"2018-02-18 00:00:00",Conventional,1.420000000,283265.66,11150.75,209791.73,212.96,62110.22,60822.76,386.35,901.11
Houston,Weekly,"2018-02-18 00:00:00",Conventional,0.680000000,1572064.61,931553.80,160780.41,4045.42,475684.98,372117.42,103276.45,291.11
Indianapolis,Weekly,"2018-02-18 00:00:00",Conventional,0.910000000,186523.76,48716.42,27782.65,4155.93,105868.76,86145.76,17865.71,1857.29
Jacksonville,Weekly,"2018-02-18 00:00:00",Conventional,1.310000000,185003.97,103477.92,10571.97,409.49,70544.59,34243.08,36218.18,83.33
"Las Vegas",Weekly,"2018-02-18 00:00:00",Conventional,1.130000000,325042.62,60956.79,107433.65,6230.52,150421.66,74636.88,75331.45,453.33
"Los Angeles",Weekly,"2018-02-18 00:00:00",Conventional,1.080000000,2749718.75,1148398.39,357520.77,74811.86,1168987.73,1089251.46,33031.23,46705.04
Louisville,Weekly,"2018-02-18 00:00:00",Conventional,1.060000000,101522.07,21211.55,21287.42,197.27,58825.83,33930.79,24059.49,835.55
"Miami/Ft. Lauderdale",Weekly,"2018-02-18 00:00:00",Conventional,1.340000000,669345.20,451052.19,52028.41,2264.07,164000.53,95511.54,68415.66,73.33
Midsouth,Weekly,"2018-02-18 00:00:00",Conventional,1.250000000,3135330.32,709218.57,1150144.86,24776.61,1251190.28,1015372.21,224403.31,11414.76
Nashville,Weekly,"2018-02-18 00:00:00",Conventional,1.050000000,230083.50,96889.96,9241.74,323.04,123628.76,84042.09,37977.78,1608.89
"New Orleans/Mobile",Weekly,"2018-02-18 00:00:00",Conventional,1.020000000,306966.07,173296.43,24837.13,1962.00,106870.51,94229.99,12303.85,336.67
"New York",Weekly,"2018-02-18 00:00:00",Conventional,1.240000000,1413687.38,87283.86,909950.56,885.94,415567.02,392965.43,20809.09,1792.50
Northeast,Weekly,"2018-02-18 00:00:00",Conventional,1.310000000,4112725.90,371846.83,2539306.99,6573.57,1194998.51,976712.55,207823.43,10462.53
"Northern New England",Weekly,"2018-02-18 00:00:00",Conventional,1.350000000,395298.31,16084.53,297489.92,1168.92,80554.94,39537.13,40374.48,643.33
Orlando,Weekly,"2018-02-18 00:00:00",Conventional,1.310000000,396568.38,246434.79,23807.51,1357.35,124968.73,83331.83,41450.24,186.66
Philadelphia,Weekly,"2018-02-18 00:00:00",Conventional,1.240000000,443312.68,67616.46,233345.32,236.22,142114.68,117913.98,22366.81,1833.89
Phoenix/Tucson,Weekly,"2018-02-18 00:00:00",Conventional,0.590000000,1544983.15,923293.00,242108.74,12876.81,366704.60,228817.23,131177.62,6709.75
Pittsburgh,Weekly,"2018-02-18 00:00:00",Conventional,1.210000000,121002.80,32928.15,18278.91,1037.34,68758.40,40103.96,28647.77,6.67
Plains,Weekly,"2018-02-18 00:00:00",Conventional,1.200000000,1807033.26,772199.50,506014.94,6634.13,522184.69,422152.59,99678.78,353.32
Portland,Weekly,"2018-02-18 00:00:00",Conventional,1.060000000,636925.69,81789.75,278393.23,16614.38,260128.33,160051.88,99595.36,481.09
Raleigh/Greensboro,Weekly,"2018-02-18 00:00:00",Conventional,1.290000000,302077.06,78221.45,101748.26,5439.47,116667.88,108698.13,7969.75,0.00
Richmond/Norfolk,Weekly,"2018-02-18 00:00:00",Conventional,1.180000000,237767.01,52314.98,78322.91,1685.00,105444.12,85472.15,18198.64,1773.33
Roanoke,Weekly,"2018-02-18 00:00:00",Conventional,1.060000000,155902.21,34945.28,34511.48,261.00,86184.45,58311.72,27101.62,771.11
Sacramento,Weekly,"2018-02-18 00:00:00",Conventional,1.190000000,530247.15,131656.46,330556.13,700.57,67333.99,57058.58,3145.98,7129.43
"San Diego",Weekly,"2018-02-18 00:00:00",Conventional,1.230000000,447962.28,152250.41,119244.74,18614.87,157852.26,147616.58,7409.57,2826.11
"San Francisco",Weekly,"2018-02-18 00:00:00",Conventional,1.060000000,1149074.92,193705.48,835774.38,2425.38,117169.68,113216.42,316.78,3636.48
Seattle,Weekly,"2018-02-18 00:00:00",Conventional,1.460000000,468075.23,92450.89,135317.00,639.03,239668.31,148877.37,90182.78,608.16
"South Carolina",Weekly,"2018-02-18 00:00:00",Conventional,1.200000000,396970.44,173173.18,65055.84,3355.35,155386.07,115741.19,35864.29,3780.59
"South Central",Weekly,"2018-02-18 00:00:00",Conventional,0.780000000,7057862.00,3904868.07,1066061.08,25700.92,2061231.93,1513446.56,496221.25,51564.12
Southeast,Weekly,"2018-02-18 00:00:00",Conventional,1.230000000,4082887.98,2267185.54,315802.19,16241.89,1483658.36,996473.57,475690.59,11494.20
Spokane,Weekly,"2018-02-18 00:00:00",Conventional,1.280000000,79223.81,21659.59,22242.85,495.67,34825.70,24328.12,10453.84,43.74
"St. Louis",Weekly,"2018-02-18 00:00:00",Conventional,1.220000000,172847.28,100935.83,7745.41,388.29,63777.75,46000.98,17776.77,0.00
Syracuse,Weekly,"2018-02-18 00:00:00",Conventional,1.300000000,65757.32,5423.11,33613.93,74.65,26645.63,16019.89,10625.74,0.00
Tampa,Weekly,"2018-02-18 00:00:00",Conventional,1.330000000,442206.63,274990.42,33938.40,1121.33,132156.48,82223.49,49809.66,123.33
West,Weekly,"2018-02-18 00:00:00",Conventional,0.980000000,6783106.02,2511897.38,1645249.93,107420.55,2518538.16,1311830.11,1187897.07,18810.98
"West Tex/New Mexico",Weekly,"2018-02-18 00:00:00",Conventional,0.890000000,896808.98,421321.21,191798.82,10065.33,273623.62,130348.75,140202.81,3072.06
"Total U.S.",Weekly,"2018-02-25 00:00:00",Conventional,1.060000000,40021528.76,13829857.87,10415463.59,724330.16,15051877.14,10666942.78,4081397.72,303536.64
Albany,Weekly,"2018-02-25 00:00:00",Conventional,1.280000000,104278.89,10368.77,59723.32,48.00,34138.80,30126.31,3702.49,310.00
Atlanta,Weekly,"2018-02-25 00:00:00",Conventional,1.060000000,586240.44,257877.67,35083.86,1579.38,291699.53,201139.31,88126.43,2433.79
Baltimore/Washington,Weekly,"2018-02-25 00:00:00",Conventional,1.370000000,836294.71,104218.01,479773.13,4765.70,247537.87,243370.62,3930.59,236.66
Boise,Weekly,"2018-02-25 00:00:00",Conventional,1.090000000,113183.43,42116.22,7518.83,11798.39,51749.99,17586.21,33806.52,357.26
Boston,Weekly,"2018-02-25 00:00:00",Conventional,1.410000000,527274.99,19622.47,376506.86,1796.38,129349.28,112254.26,15890.58,1204.44
Buffalo/Rochester,Weekly,"2018-02-25 00:00:00",Conventional,1.230000000,151330.38,12862.56,69046.27,64.77,69356.78,43442.45,25218.77,695.56
California,Weekly,"2018-02-25 00:00:00",Conventional,1.030000000,6750361.46,2666133.31,1947660.32,110662.05,2025905.78,1908897.38,42064.35,74944.05
Charlotte,Weekly,"2018-02-25 00:00:00",Conventional,1.340000000,249254.23,63442.49,91258.71,5678.86,88874.17,86338.79,2535.38,0.00
Chicago,Weekly,"2018-02-25 00:00:00",Conventional,1.510000000,794925.31,74465.63,452448.67,131640.53,136370.48,91023.86,44466.75,879.87
Cincinnati/Dayton,Weekly,"2018-02-25 00:00:00",Conventional,1.030000000,263363.41,59106.97,31605.03,9097.03,163554.38,135219.03,24337.13,3998.22
Columbus,Weekly,"2018-02-25 00:00:00",Conventional,1.030000000,209180.18,55429.58,28466.82,3406.16,121877.62,85192.08,34250.82,2434.72
"Dallas/Ft. Worth",Weekly,"2018-02-25 00:00:00",Conventional,0.740000000,1616898.50,807933.71,231111.57,6306.38,571546.84,477107.45,75376.35,19063.04
Denver,Weekly,"2018-02-25 00:00:00",Conventional,0.990000000,1018614.31,166753.37,254657.74,14153.31,583049.89,137052.52,445944.87,52.50
Detroit,Weekly,"2018-02-25 00:00:00",Conventional,1.080000000,464413.57,72595.40,90296.46,53864.50,247657.21,185976.63,32253.35,29427.23
"Grand Rapids",Weekly,"2018-02-25 00:00:00",Conventional,1.270000000,208279.53,2534.14,86121.81,63728.61,55894.97,27041.98,11484.90,17368.09
"Great Lakes",Weekly,"2018-02-25 00:00:00",Conventional,1.190000000,3920643.53,663042.81,1184034.99,408305.47,1665260.26,1129063.14,433394.02,102803.10
Harrisburg/Scranton,Weekly,"2018-02-25 00:00:00",Conventional,1.240000000,281655.48,63582.79,127685.46,166.92,90220.31,78774.10,9426.21,2020.00
Hartford/Springfield,Weekly,"2018-02-25 00:00:00",Conventional,1.450000000,289607.63,13661.98,196776.63,314.45,78854.57,68300.92,9368.09,1185.56
Houston,Weekly,"2018-02-25 00:00:00",Conventional,0.670000000,1657524.28,855570.87,147837.21,3976.08,650140.12,544537.00,105365.34,237.78
Indianapolis,Weekly,"2018-02-25 00:00:00",Conventional,1.060000000,196615.34,37683.05,50954.95,6621.44,101355.90,74496.52,21698.04,5161.34
Jacksonville,Weekly,"2018-02-25 00:00:00",Conventional,1.270000000,194729.14,103082.90,11763.72,428.58,79453.94,43722.70,35617.91,113.33
"Las Vegas",Weekly,"2018-02-25 00:00:00",Conventional,1.050000000,352533.59,76253.45,109855.16,6642.99,159781.99,76321.56,82977.10,483.33
"Los Angeles",Weekly,"2018-02-25 00:00:00",Conventional,1.000000000,3029956.79,1191842.89,462947.54,74821.65,1300344.71,1220997.59,30525.57,48821.55
Louisville,Weekly,"2018-02-25 00:00:00",Conventional,1.130000000,99580.43,18466.45,25327.67,351.69,55434.62,32907.74,22038.31,488.57
"Miami/Ft. Lauderdale",Weekly,"2018-02-25 00:00:00",Conventional,1.360000000,647233.53,420401.52,51048.05,1505.14,174278.82,120093.14,54105.68,80.00
Midsouth,Weekly,"2018-02-25 00:00:00",Conventional,1.240000000,3349766.24,786103.03,1219846.07,25950.60,1317866.54,1104688.00,201778.20,11400.34
Nashville,Weekly,"2018-02-25 00:00:00",Conventional,1.080000000,230229.94,105794.31,10432.01,350.86,113652.76,83854.53,27860.65,1937.58
"New Orleans/Mobile",Weekly,"2018-02-25 00:00:00",Conventional,0.980000000,373167.22,221362.46,38254.71,2432.00,111118.05,97659.22,13202.16,256.67
"New York",Weekly,"2018-02-25 00:00:00",Conventional,1.300000000,1615325.14,76602.52,841320.18,852.11,696550.33,632625.27,61658.39,2266.67
Northeast,Weekly,"2018-02-25 00:00:00",Conventional,1.300000000,4525386.69,413430.69,2459409.32,7486.34,1645060.34,1357273.92,275551.97,12234.45
"Northern New England",Weekly,"2018-02-25 00:00:00",Conventional,1.380000000,399308.69,22334.63,293596.94,1398.78,81978.34,37405.10,43809.91,763.33
Orlando,Weekly,"2018-02-25 00:00:00",Conventional,1.300000000,416950.05,255777.62,26833.71,1404.42,132934.30,93328.68,39425.62,180.00
Philadelphia,Weekly,"2018-02-25 00:00:00",Conventional,1.260000000,490292.38,55979.65,235447.72,314.32,198550.69,173945.98,22558.04,2046.67
Phoenix/Tucson,Weekly,"2018-02-25 00:00:00",Conventional,0.720000000,1224254.40,621383.55,216588.22,13517.52,372765.11,218471.00,148190.88,6103.23
Pittsburgh,Weekly,"2018-02-25 00:00:00",Conventional,0.980000000,184226.61,67240.38,21907.50,2122.30,92956.43,33977.62,58972.14,6.67
Plains,Weekly,"2018-02-25 00:00:00",Conventional,1.130000000,2115879.93,879720.97,527659.45,9044.15,699455.36,641489.04,57064.05,902.27
Portland,Weekly,"2018-02-25 00:00:00",Conventional,1.010000000,772848.65,62880.59,259931.89,16312.94,433723.23,101200.06,328765.75,3757.42
Raleigh/Greensboro,Weekly,"2018-02-25 00:00:00",Conventional,1.280000000,343583.53,91255.51,120240.34,5425.62,126662.06,119370.42,7291.64,0.00
Richmond/Norfolk,Weekly,"2018-02-25 00:00:00",Conventional,1.130000000,277107.48,75032.02,85267.70,1914.32,114893.44,98624.54,15568.90,700.00
Roanoke,Weekly,"2018-02-25 00:00:00",Conventional,1.060000000,174394.57,41912.44,37321.57,206.18,94954.38,66920.87,27310.18,723.33
Sacramento,Weekly,"2018-02-25 00:00:00",Conventional,0.990000000,589559.59,199926.00,308881.68,1158.23,79593.68,72189.31,1982.31,5422.06
"San Diego",Weekly,"2018-02-25 00:00:00",Conventional,1.070000000,538360.91,175663.85,163499.41,15737.33,183460.32,174528.26,6291.50,2640.56
"San Francisco",Weekly,"2018-02-25 00:00:00",Conventional,1.170000000,984000.13,383689.73,431346.38,2127.86,166836.16,162913.33,609.20,3313.63
Seattle,Weekly,"2018-02-25 00:00:00",Conventional,1.220000000,636462.47,86796.33,173328.81,710.13,375627.20,113771.59,260807.35,1048.26
"South Carolina",Weekly,"2018-02-25 00:00:00",Conventional,1.250000000,405689.01,178666.56,70216.92,3960.77,152844.76,119270.49,30146.09,3428.18
"South Central",Weekly,"2018-02-25 00:00:00",Conventional,0.760000000,7648478.57,3888705.13,989820.91,28149.02,2741803.51,2257193.31,420376.57,64233.63
Southeast,Weekly,"2018-02-25 00:00:00",Conventional,1.230000000,4302561.08,2378306.98,346795.18,16966.25,1560492.67,1104205.56,445832.46,10454.65
Spokane,Weekly,"2018-02-25 00:00:00",Conventional,1.160000000,97120.83,21800.62,24410.77,555.00,50354.44,21906.42,28350.80,97.22
"St. Louis",Weekly,"2018-02-25 00:00:00",Conventional,1.290000000,188826.97,91834.24,12327.40,470.34,84194.99,70052.46,14017.07,125.46
Syracuse,Weekly,"2018-02-25 00:00:00",Conventional,1.240000000,68888.16,7676.62,31987.77,94.31,29129.46,20766.25,8363.21,0.00
Tampa,Weekly,"2018-02-25 00:00:00",Conventional,1.300000000,484876.62,308452.46,39379.53,1251.31,135793.32,96039.07,39654.25,100.00
West,Weekly,"2018-02-25 00:00:00",Conventional,0.970000000,7408451.31,2154414.96,1740237.35,117766.27,3396032.73,1164132.42,2205336.14,26564.17
"West Tex/New Mexico",Weekly,"2018-02-25 00:00:00",Conventional,0.880000000,895671.55,431217.01,171532.79,10590.75,282331.00,125973.31,147040.26,9317.43
"Total U.S.",Weekly,"2018-03-04 00:00:00",Conventional,1.070000000,40741214.05,14439547.46,11289307.37,571747.72,14440611.50,10832907.44,3339214.96,268489.10
Albany,Weekly,"2018-03-04 00:00:00",Conventional,1.080000000,139520.60,12002.12,105069.57,95.62,22353.29,16128.51,5941.45,283.33
Atlanta,Weekly,"2018-03-04 00:00:00",Conventional,1.080000000,594551.60,272245.24,37136.05,1763.52,283406.79,178019.66,103016.02,2371.11
Baltimore/Washington,Weekly,"2018-03-04 00:00:00",Conventional,1.250000000,988572.63,102687.68,619501.22,5269.13,261114.60,256822.62,4225.31,66.67
Boise,Weekly,"2018-03-04 00:00:00",Conventional,1.220000000,91070.80,44454.46,1835.89,10101.52,34678.93,26585.16,8061.36,32.41
Boston,Weekly,"2018-03-04 00:00:00",Conventional,1.190000000,785188.72,20384.08,645988.55,1884.67,116931.42,88147.57,27442.74,1341.11
Buffalo/Rochester,Weekly,"2018-03-04 00:00:00",Conventional,1.190000000,168190.37,13533.32,75344.69,67.47,79244.89,23485.14,55219.75,540.00
California,Weekly,"2018-03-04 00:00:00",Conventional,1.130000000,6295529.61,2380723.98,1676629.99,116796.74,2121378.90,1992549.07,47126.97,81702.86
Charlotte,Weekly,"2018-03-04 00:00:00",Conventional,1.320000000,259060.74,67459.59,80515.46,6005.97,105079.72,97703.43,7376.29,0.00
Chicago,Weekly,"2018-03-04 00:00:00",Conventional,1.530000000,820728.47,109595.38,465039.55,104755.22,141338.32,97377.72,42517.93,1442.67
Cincinnati/Dayton,Weekly,"2018-03-04 00:00:00",Conventional,1.020000000,265942.15,69312.67,20912.27,9651.63,166065.58,146627.38,14918.25,4519.95
Columbus,Weekly,"2018-03-04 00:00:00",Conventional,1.040000000,207531.29,61462.70,17792.45,2208.68,126067.46,103725.06,21557.69,784.71
"Dallas/Ft. Worth",Weekly,"2018-03-04 00:00:00",Conventional,0.770000000,1501141.58,673535.25,263895.18,6341.68,557369.47,449577.44,86867.63,20924.40
Denver,Weekly,"2018-03-04 00:00:00",Conventional,1.010000000,934460.44,192776.45,258652.66,15526.86,467504.47,137337.91,330166.56,0.00
Detroit,Weekly,"2018-03-04 00:00:00",Conventional,1.180000000,400047.47,89601.76,41375.29,26105.84,242964.58,216775.85,13655.21,12533.52
"Grand Rapids",Weekly,"2018-03-04 00:00:00",Conventional,1.740000000,137419.70,2687.59,54299.89,29572.84,50859.38,33939.14,7138.74,9781.50
"Great Lakes",Weekly,"2018-03-04 00:00:00",Conventional,1.270000000,3654450.88,753405.33,984160.83,246085.46,1670799.26,1303661.73,309332.66,57804.87
Harrisburg/Scranton,Weekly,"2018-03-04 00:00:00",Conventional,1.210000000,289090.98,65788.57,130046.74,150.90,93104.77,82676.57,8658.20,1770.00
Hartford/Springfield,Weekly,"2018-03-04 00:00:00",Conventional,1.170000000,432095.58,15615.69,347650.33,272.95,68556.61,64366.72,3032.11,1157.78
Houston,Weekly,"2018-03-04 00:00:00",Conventional,0.710000000,1501699.41,701418.48,176206.50,3827.34,620247.09,528247.89,91441.42,557.78
Indianapolis,Weekly,"2018-03-04 00:00:00",Conventional,1.090000000,207466.39,52161.49,35083.44,5581.83,114639.63,99830.10,11245.17,3564.36
Jacksonville,Weekly,"2018-03-04 00:00:00",Conventional,1.120000000,229905.22,129813.08,12471.80,516.79,87103.55,35609.86,51397.02,96.67
"Las Vegas",Weekly,"2018-03-04 00:00:00",Conventional,1.050000000,371269.22,83041.34,107504.82,6520.79,174202.27,93651.31,80100.96,450.00
"Los Angeles",Weekly,"2018-03-04 00:00:00",Conventional,1.100000000,2667104.06,985767.65,371412.09,77531.99,1232392.33,1144956.76,33430.29,54005.28
Louisville,Weekly,"2018-03-04 00:00:00",Conventional,1.150000000,97173.74,22840.56,23137.75,219.31,50976.12,32351.06,17796.40,828.66
"Miami/Ft. Lauderdale",Weekly,"2018-03-04 00:00:00",Conventional,1.140000000,881388.29,639495.68,77645.93,1780.45,162466.23,112719.37,48965.19,781.67
Midsouth,Weekly,"2018-03-04 00:00:00",Conventional,1.200000000,3554252.13,823140.05,1320402.53,27046.92,1383662.63,1172483.78,200264.20,10914.65
Nashville,Weekly,"2018-03-04 00:00:00",Conventional,1.030000000,243867.72,117403.93,10736.39,403.16,115324.24,82516.90,30595.68,2211.66
"New Orleans/Mobile",Weekly,"2018-03-04 00:00:00",Conventional,1.030000000,332378.96,190521.47,24646.65,2564.00,114646.84,97910.59,16489.58,246.67
"New York",Weekly,"2018-03-04 00:00:00",Conventional,1.230000000,1931495.66,62328.70,1324579.73,754.74,543832.49,511679.31,29854.29,2298.89
Northeast,Weekly,"2018-03-04 00:00:00",Conventional,1.220000000,5318554.52,364721.28,3542626.10,6184.77,1405022.37,1101807.62,291485.87,11728.88
"Northern New England",Weekly,"2018-03-04 00:00:00",Conventional,1.350000000,458200.40,34173.58,343496.99,1176.07,79353.76,29431.43,49209.00,713.33
Orlando,Weekly,"2018-03-04 00:00:00",Conventional,1.130000000,533700.98,331886.57,35297.07,1526.93,164990.41,86462.68,78304.40,223.33
Philadelphia,Weekly,"2018-03-04 00:00:00",Conventional,1.360000000,443651.36,37703.03,231605.34,335.17,174007.82,151599.08,20573.19,1835.55
Phoenix/Tucson,Weekly,"2018-03-04 00:00:00",Conventional,0.610000000,1672899.36,962967.90,268082.25,12934.88,428914.33,266658.69,156802.31,5453.33
Pittsburgh,Weekly,"2018-03-04 00:00:00",Conventional,1.230000000,120612.82,35950.34,14351.56,954.03,69356.89,43202.37,26151.19,3.33
Plains,Weekly,"2018-03-04 00:00:00",Conventional,1.150000000,2092354.75,888108.56,501748.08,8144.54,694353.57,627934.12,53944.75,12474.70
Portland,Weekly,"2018-03-04 00:00:00",Conventional,1.160000000,592281.81,75141.30,252079.64,16464.63,248596.24,163839.54,84108.76,647.94
Raleigh/Greensboro,Weekly,"2018-03-04 00:00:00",Conventional,1.280000000,330201.25,88012.88,101227.44,5793.79,135167.14,128111.50,7055.64,0.00
Richmond/Norfolk,Weekly,"2018-03-04 00:00:00",Conventional,1.140000000,289118.60,69170.11,83513.89,1792.21,134642.39,115639.95,18714.11,288.33
Roanoke,Weekly,"2018-03-04 00:00:00",Conventional,1.070000000,178885.90,43252.27,37048.49,245.11,98340.03,73252.51,24594.18,493.34
Sacramento,Weekly,"2018-03-04 00:00:00",Conventional,1.180000000,559943.98,181586.15,241036.31,1031.75,136289.77,128164.60,2453.04,5672.13
"San Diego",Weekly,"2018-03-04 00:00:00",Conventional,1.240000000,459124.87,144401.02,122241.79,18028.76,174453.30,165182.90,6458.18,2812.22
"San Francisco",Weekly,"2018-03-04 00:00:00",Conventional,1.160000000,1051308.50,386100.25,426277.63,2512.69,236417.93,231913.11,1286.43,3218.39
Seattle,Weekly,"2018-03-04 00:00:00",Conventional,1.430000000,456320.30,93608.78,135422.61,571.39,226717.52,143222.46,83237.67,257.39
"South Carolina",Weekly,"2018-03-04 00:00:00",Conventional,1.160000000,457398.25,213096.65,71897.89,3953.91,168449.80,119609.41,45130.39,3710.00
"South Central",Weekly,"2018-03-04 00:00:00",Conventional,0.790000000,7399716.74,3596162.29,1104894.90,30623.35,2668036.20,2185246.31,416456.32,66333.57
Southeast,Weekly,"2018-03-04 00:00:00",Conventional,1.120000000,5054856.62,2956740.05,410652.92,18500.63,1668963.02,1016239.81,640717.65,12005.56
Spokane,Weekly,"2018-03-04 00:00:00",Conventional,1.190000000,94804.19,21571.92,26446.43,559.00,46226.84,20795.01,25368.62,63.21
"St. Louis",Weekly,"2018-03-04 00:00:00",Conventional,1.320000000,172050.58,67717.05,9189.29,437.35,94706.89,69210.53,16517.88,8978.48
Syracuse,Weekly,"2018-03-04 00:00:00",Conventional,1.100000000,89700.27,7365.24,50900.41,81.18,31353.44,9960.15,21393.29,0.00
Tampa,Weekly,"2018-03-04 00:00:00",Conventional,1.140000000,597351.68,372631.01,48784.93,1465.95,174469.79,88569.48,85746.97,153.34
West,Weekly,"2018-03-04 00:00:00",Conventional,0.960000000,7371498.76,2676545.90,1748192.04,118365.31,2828395.51,1432984.96,1379886.53,15524.02
"West Tex/New Mexico",Weekly,"2018-03-04 00:00:00",Conventional,0.880000000,935934.10,454269.43,164856.57,9907.85,306900.25,164965.35,138399.68,3535.22
"Total U.S.",Weekly,"2018-03-11 00:00:00",Conventional,1.090000000,40449603.12,14089091.05,10758039.45,707578.82,14894893.80,11392828.89,3229556.62,272508.29
Albany,Weekly,"2018-03-11 00:00:00",Conventional,1.120000000,144648.75,15823.35,110950.68,70.00,17804.72,14480.52,3033.09,291.11
Atlanta,Weekly,"2018-03-11 00:00:00",Conventional,0.960000000,695821.13,320199.40,36356.76,1628.73,337636.24,260152.24,74963.16,2520.84
Baltimore/Washington,Weekly,"2018-03-11 00:00:00",Conventional,1.360000000,874780.27,104341.22,484252.62,4933.91,281252.52,278834.00,2348.52,70.00
