Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Spokane,Weekly,"2020-03-01 00:00:00","Conventional ",1.190000000,120302.61,18495.93,13733.57,17.34,88055.77,46613.08,41318.02,124.67
"St. Louis",Weekly,"2020-03-01 00:00:00","Conventional ",1.170000000,212834.86,98248.39,10692.77,221.81,103671.89,87826.37,1692.35,14153.17
Syracuse,Weekly,"2020-03-01 00:00:00","Conventional ",1.230000000,91358.58,8192.33,38240.11,31.79,44894.35,37128.81,6193.32,1572.22
Tampa,Weekly,"2020-03-01 00:00:00","Conventional ",1.080000000,632365.45,231508.42,18931.53,198.00,381727.50,126434.75,254893.87,398.88
"Total U.S.",Weekly,"2020-03-01 00:00:00","Conventional ",1.090000000,43500148.34,12625971.13,7765151.23,455851.22,22652392.02,12883794.01,9241498.09,527099.92
West,Weekly,"2020-03-01 00:00:00","Conventional ",1.050000000,7808965.65,1601301.53,967666.99,28351.04,5210863.35,2153346.63,2962584.40,94932.32
"West Tex/New Mexico",Weekly,"2020-03-01 00:00:00","Conventional ",0.920000000,933699.68,385516.65,85037.32,32472.12,430673.59,246368.51,182246.55,2058.53
Albany,Weekly,"2020-03-01 00:00:00",Organic,1.380000000,4880.39,347.91,599.05,0.00,3933.43,1581.33,2352.10,0.00
Atlanta,Weekly,"2020-03-01 00:00:00",Organic,1.440000000,22305.48,132.73,3428.33,0.00,18744.42,13934.70,4809.72,0.00
Baltimore/Washington,Weekly,"2020-03-01 00:00:00",Organic,1.420000000,46399.10,248.76,3950.91,2.63,42196.80,39550.62,2646.18,0.00
Boise,Weekly,"2020-03-01 00:00:00",Organic,1.770000000,3739.30,1.35,904.19,2.70,2831.06,1357.06,1474.00,0.00
Boston,Weekly,"2020-03-01 00:00:00",Organic,1.710000000,31018.67,83.69,1640.39,0.00,29294.59,23909.27,5385.32,0.00
Buffalo/Rochester,Weekly,"2020-03-01 00:00:00",Organic,1.330000000,12933.47,487.64,133.09,0.00,12312.74,9177.16,3135.58,0.00
California,Weekly,"2020-03-01 00:00:00",Organic,1.800000000,411243.28,35344.08,34667.82,147.30,341084.08,279101.08,61983.00,0.00
Charlotte,Weekly,"2020-03-01 00:00:00",Organic,1.450000000,17077.99,157.69,3615.94,49.47,13254.89,5046.80,8208.09,0.00
Chicago,Weekly,"2020-03-01 00:00:00",Organic,1.550000000,41140.89,542.73,4229.54,0.00,36368.62,34087.67,2280.95,0.00
Cincinnati/Dayton,Weekly,"2020-03-01 00:00:00",Organic,1.020000000,22817.64,84.90,2244.96,0.00,20487.78,17368.09,3119.69,0.00
Columbus,Weekly,"2020-03-01 00:00:00",Organic,0.960000000,24512.19,397.98,993.96,0.00,23120.25,20727.81,2392.44,0.00
"Dallas/Ft. Worth",Weekly,"2020-03-01 00:00:00",Organic,1.290000000,34709.05,5129.07,152.32,523.87,28903.79,28357.13,546.66,0.00
Denver,Weekly,"2020-03-01 00:00:00",Organic,1.530000000,36173.87,3189.47,1139.33,3.57,31841.50,31687.99,153.51,0.00
Detroit,Weekly,"2020-03-01 00:00:00",Organic,1.500000000,39176.25,352.16,5109.86,0.00,33693.36,11880.11,21813.25,0.00
"Grand Rapids",Weekly,"2020-03-01 00:00:00",Organic,1.030000000,14686.38,14.43,1710.84,0.00,12961.11,12914.63,46.48,0.00
"Great Lakes",Weekly,"2020-03-01 00:00:00",Organic,1.180000000,292516.93,4189.08,22453.68,0.00,265798.47,220371.29,45427.18,0.00
Harrisburg/Scranton,Weekly,"2020-03-01 00:00:00",Organic,1.200000000,19304.62,899.80,462.63,0.00,17942.19,17119.77,822.42,0.00
Hartford/Springfield,Weekly,"2020-03-01 00:00:00",Organic,1.900000000,17989.41,1161.04,10037.04,0.00,6791.33,6449.18,342.15,0.00
Houston,Weekly,"2020-03-01 00:00:00",Organic,1.540000000,21679.10,4161.37,22.76,0.00,17494.97,17494.97,0.00,0.00
Indianapolis,Weekly,"2020-03-01 00:00:00",Organic,0.900000000,20510.45,216.50,718.68,0.00,19575.27,16300.24,3275.03,0.00
Jacksonville,Weekly,"2020-03-01 00:00:00",Organic,1.150000000,4751.65,66.76,209.28,0.00,4475.61,4333.09,142.52,0.00
"Las Vegas",Weekly,"2020-03-01 00:00:00",Organic,1.650000000,10183.79,479.51,566.45,0.00,9137.83,7533.42,1604.41,0.00
"Los Angeles",Weekly,"2020-03-01 00:00:00",Organic,1.690000000,194378.69,11812.70,9640.45,57.83,172867.71,135303.17,37564.54,0.00
Louisville,Weekly,"2020-03-01 00:00:00",Organic,1.070000000,6775.42,0.00,671.99,0.00,6103.43,5209.31,894.12,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-03-01 00:00:00",Organic,1.110000000,15801.26,358.78,4.94,0.00,15437.54,15434.21,3.33,0.00
Midsouth,Weekly,"2020-03-01 00:00:00",Organic,1.390000000,204712.20,2911.90,25436.48,342.28,176008.05,145042.19,30965.86,0.00
Nashville,Weekly,"2020-03-01 00:00:00",Organic,1.210000000,10550.17,16.10,1068.93,0.00,9465.14,7133.58,2331.56,0.00
"New Orleans/Mobile",Weekly,"2020-03-01 00:00:00",Organic,1.210000000,8956.38,590.34,0.00,0.00,8366.04,4295.62,4070.42,0.00
"New York",Weekly,"2020-03-01 00:00:00",Organic,1.690000000,199760.80,65926.99,82654.98,14.32,51164.51,43870.90,7291.62,1.99
Northeast,Weekly,"2020-03-01 00:00:00",Organic,1.600000000,410999.20,82822.88,108071.99,15.77,220088.56,174999.87,45086.94,1.75
"Northern New England",Weekly,"2020-03-01 00:00:00",Organic,1.510000000,31973.47,57.00,823.74,0.00,31092.73,14207.29,16885.44,0.00
Orlando,Weekly,"2020-03-01 00:00:00",Organic,1.110000000,11946.16,102.29,4.44,0.00,11839.43,11839.43,0.00,0.00
Philadelphia,Weekly,"2020-03-01 00:00:00",Organic,1.630000000,39399.25,8514.45,7265.53,0.00,23619.27,19283.78,4335.49,0.00
Phoenix/Tucson,Weekly,"2020-03-01 00:00:00",Organic,1.550000000,23341.49,1957.32,903.64,0.00,20480.53,17094.20,3386.33,0.00
Pittsburgh,Weekly,"2020-03-01 00:00:00",Organic,1.180000000,17996.96,1586.69,14.64,0.00,16395.63,16395.63,0.00,0.00
Plains,Weekly,"2020-03-01 00:00:00",Organic,1.480000000,74180.97,7561.47,7934.30,15.22,58669.98,43782.09,14887.89,0.00
Portland,Weekly,"2020-03-01 00:00:00",Organic,1.890000000,37873.79,162.33,4665.38,0.00,33046.08,14433.38,18610.76,1.94
Raleigh/Greensboro,Weekly,"2020-03-01 00:00:00",Organic,1.870000000,17160.40,971.38,3368.06,168.03,12652.93,8926.56,3726.37,0.00
Richmond/Norfolk,Weekly,"2020-03-01 00:00:00",Organic,1.490000000,14209.82,22.24,1489.14,7.96,12690.48,11194.92,1495.56,0.00
Roanoke,Weekly,"2020-03-01 00:00:00",Organic,1.150000000,11590.04,18.63,991.01,0.00,10580.40,8132.54,2447.86,0.00
Sacramento,Weekly,"2020-03-01 00:00:00",Organic,1.790000000,20461.82,4134.53,3816.38,1.41,12509.50,12498.51,10.99,0.00
"San Diego",Weekly,"2020-03-01 00:00:00",Organic,1.820000000,42440.33,985.34,2306.07,39.97,39108.95,23858.71,15250.24,0.00
"San Francisco",Weekly,"2020-03-01 00:00:00",Organic,2.030000000,73398.21,10379.20,8187.55,19.88,54811.58,54743.60,67.98,0.00
Seattle,Weekly,"2020-03-01 00:00:00",Organic,1.980000000,69189.79,430.04,8819.27,6.69,59933.79,15950.13,43888.46,95.20
"South Carolina",Weekly,"2020-03-01 00:00:00",Organic,1.590000000,19426.55,517.45,3015.82,83.71,15809.57,10928.95,4880.62,0.00
"South Central",Weekly,"2020-03-01 00:00:00",Organic,1.400000000,146643.71,19074.76,2281.93,4561.46,120725.56,113021.13,7704.43,0.00
Southeast,Weekly,"2020-03-01 00:00:00",Organic,1.260000000,146398.75,1946.88,10369.85,87.83,133994.19,117661.25,16332.94,0.00
Spokane,Weekly,"2020-03-01 00:00:00",Organic,1.820000000,5159.48,21.68,544.07,0.00,4593.73,2442.99,2150.74,0.00
"St. Louis",Weekly,"2020-03-01 00:00:00",Organic,1.980000000,12498.11,1535.21,3281.47,7.14,7674.29,2863.61,4810.68,0.00
Syracuse,Weekly,"2020-03-01 00:00:00",Organic,1.460000000,4043.96,163.55,215.54,1.40,3663.47,2489.36,1174.11,0.00
Tampa,Weekly,"2020-03-01 00:00:00",Organic,1.090000000,14394.89,116.75,1.00,0.00,14277.14,14270.47,6.67,0.00
"Total U.S.",Weekly,"2020-03-01 00:00:00",Organic,1.540000000,1982156.27,166117.62,235288.29,6603.79,1574057.38,1263531.12,310425.88,100.38
West,Weekly,"2020-03-01 00:00:00",Organic,1.740000000,295461.25,12266.57,24072.25,1433.93,257688.50,169552.23,88037.64,98.63
"West Tex/New Mexico",Weekly,"2020-03-01 00:00:00",Organic,1.600000000,24587.08,591.97,848.22,3262.91,19883.98,19006.73,877.25,0.00
Albany,Weekly,"2020-03-08 00:00:00","Conventional ",1.030000000,156156.46,7738.14,115974.31,113.97,32330.04,18802.68,12114.03,1413.33
Atlanta,Weekly,"2020-03-08 00:00:00","Conventional ",1.060000000,802451.89,333544.07,29009.96,82.10,439815.76,389723.33,49769.47,322.96
Baltimore/Washington,Weekly,"2020-03-08 00:00:00","Conventional ",1.420000000,1004867.97,128890.88,434938.66,2158.42,438880.01,279422.51,156397.50,3060.00
Boise,Weekly,"2020-03-08 00:00:00","Conventional ",1.120000000,135166.30,38848.44,5125.17,1141.66,90051.03,62427.91,17172.83,10450.29
Boston,Weekly,"2020-03-08 00:00:00","Conventional ",1.350000000,786793.48,20458.13,457686.35,582.12,308066.88,190601.57,47918.67,69546.64
Buffalo/Rochester,Weekly,"2020-03-08 00:00:00","Conventional ",1.200000000,221595.57,14346.51,63386.80,2119.57,141742.69,103483.24,36075.00,2184.45
California,Weekly,"2020-03-08 00:00:00","Conventional ",1.270000000,6460193.80,2125581.08,712281.29,79617.12,3542714.31,1902812.56,1486025.06,153876.69
Charlotte,Weekly,"2020-03-08 00:00:00","Conventional ",1.180000000,327171.64,141525.33,53879.53,2276.81,129489.97,99615.34,29653.22,221.41
Chicago,Weekly,"2020-03-08 00:00:00","Conventional ",1.330000000,743084.20,105388.49,162754.97,33136.67,441804.07,244421.95,197261.34,120.78
Cincinnati/Dayton,Weekly,"2020-03-08 00:00:00","Conventional ",0.990000000,374686.02,77613.76,10162.18,8230.85,278679.23,252199.66,22039.95,4439.62
Columbus,Weekly,"2020-03-08 00:00:00","Conventional ",0.920000000,285307.29,69205.88,10609.96,1680.46,203810.99,174408.14,28742.93,659.92
"Dallas/Ft. Worth",Weekly,"2020-03-08 00:00:00","Conventional ",0.880000000,1643955.23,729944.60,144162.63,5157.33,764690.67,518641.28,245819.12,230.27
Denver,Weekly,"2020-03-08 00:00:00","Conventional ",1.000000000,1197552.97,192429.64,162590.87,2239.96,840292.50,323418.92,503383.96,13489.62
Detroit,Weekly,"2020-03-08 00:00:00","Conventional ",1.050000000,586137.82,82269.44,33918.72,35122.85,434826.81,404626.46,25859.90,4340.45
"Grand Rapids",Weekly,"2020-03-08 00:00:00","Conventional ",1.240000000,219214.21,6666.44,44634.13,37398.01,130515.63,115592.90,6849.52,8073.21
"Great Lakes",Weekly,"2020-03-08 00:00:00","Conventional ",1.070000000,4682886.34,846548.45,561846.83,186704.40,3087786.66,2380881.68,667829.67,39075.31
Harrisburg/Scranton,Weekly,"2020-03-08 00:00:00","Conventional ",1.100000000,381910.08,116573.24,129289.99,147.30,135899.55,116240.97,15751.91,3906.67
Hartford/Springfield,Weekly,"2020-03-08 00:00:00","Conventional ",1.460000000,391865.28,11300.57,292261.96,272.60,88030.15,64610.60,21465.11,1954.44
Houston,Weekly,"2020-03-08 00:00:00","Conventional ",0.800000000,1399514.72,614140.16,150349.49,352.84,634672.23,157160.03,468211.01,9301.19
Indianapolis,Weekly,"2020-03-08 00:00:00","Conventional ",1.080000000,273900.06,72333.59,25686.30,3355.25,172524.92,163699.42,7594.91,1230.59
Jacksonville,Weekly,"2020-03-08 00:00:00","Conventional ",1.260000000,231188.73,83313.89,6048.30,87.33,141739.21,47169.28,94519.94,49.99
"Las Vegas",Weekly,"2020-03-08 00:00:00","Conventional ",1.100000000,341073.99,66299.38,28133.96,32.09,246608.56,109707.79,136867.44,33.33
"Los Angeles",Weekly,"2020-03-08 00:00:00","Conventional ",1.270000000,2797533.92,920850.56,58054.49,58246.06,1760382.81,1126193.01,576526.13,57663.67
Louisville,Weekly,"2020-03-08 00:00:00","Conventional ",0.980000000,132024.05,35667.23,8479.11,96.82,87780.89,68444.99,19335.90,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-03-08 00:00:00","Conventional ",1.260000000,987532.15,401680.88,31975.70,327.52,553548.05,195633.20,357478.19,436.66
Midsouth,Weekly,"2020-03-08 00:00:00","Conventional ",1.140000000,4197082.81,1304672.00,896001.13,11213.87,1985195.81,1444506.62,525557.52,15131.67
Nashville,Weekly,"2020-03-08 00:00:00","Conventional ",0.960000000,302142.88,110161.39,6091.57,15.18,185874.74,162528.75,23238.00,107.99
"New Orleans/Mobile",Weekly,"2020-03-08 00:00:00","Conventional ",1.000000000,329544.08,170302.14,10557.61,5.00,148679.33,97012.74,44129.47,7537.12
"New York",Weekly,"2020-03-08 00:00:00","Conventional ",1.540000000,1912334.11,57865.72,1078473.14,3886.71,772108.54,591365.38,172738.01,8005.15
Northeast,Weekly,"2020-03-08 00:00:00","Conventional ",1.350000000,5826681.87,457615.83,3117199.76,10962.69,2240903.59,1577755.83,531944.02,131203.74
"Northern New England",Weekly,"2020-03-08 00:00:00","Conventional ",1.190000000,615963.16,27345.57,415842.00,89.66,172685.93,97303.38,37634.72,37747.83
Orlando,Weekly,"2020-03-08 00:00:00","Conventional ",1.050000000,561732.10,281823.57,13816.29,102.00,265990.24,132003.57,133322.50,664.17
Philadelphia,Weekly,"2020-03-08 00:00:00","Conventional ",1.320000000,574369.97,74037.47,265366.87,279.42,234686.21,186757.73,43851.02,4077.46
Phoenix/Tucson,Weekly,"2020-03-08 00:00:00","Conventional ",0.890000000,1251852.91,343241.91,180775.75,3961.87,723873.38,220298.35,502739.74,835.29
Pittsburgh,Weekly,"2020-03-08 00:00:00","Conventional ",1.030000000,168327.36,57194.80,9618.09,386.12,101128.35,26789.31,74339.04,0.00
Plains,Weekly,"2020-03-08 00:00:00","Conventional ",1.040000000,2407639.23,934111.13,487565.17,1704.11,984258.82,771235.00,135545.36,77478.46
Portland,Weekly,"2020-03-08 00:00:00","Conventional ",1.350000000,650277.14,69436.00,82357.65,2670.79,495623.13,320513.73,145053.10,30056.30
Raleigh/Greensboro,Weekly,"2020-03-08 00:00:00","Conventional ",1.140000000,428178.01,196881.58,63069.09,2339.98,165887.36,100672.35,65211.68,3.33
Richmond/Norfolk,Weekly,"2020-03-08 00:00:00","Conventional ",0.980000000,364183.52,106543.55,71979.33,635.88,185024.76,138586.22,42478.25,3960.29
Roanoke,Weekly,"2020-03-08 00:00:00","Conventional ",0.960000000,208567.09,69141.31,25305.17,38.51,114082.10,81680.83,31305.58,1095.69
Sacramento,Weekly,"2020-03-08 00:00:00","Conventional ",1.350000000,511136.18,173254.35,152862.82,1580.39,183438.62,99368.71,74970.95,9098.96
"San Diego",Weekly,"2020-03-08 00:00:00","Conventional ",1.350000000,517872.77,101884.11,21962.49,6708.86,387317.31,222083.50,157482.49,7751.32
"San Francisco",Weekly,"2020-03-08 00:00:00","Conventional ",1.270000000,1078340.61,328094.29,211227.94,3766.35,535252.03,143787.25,350553.73,40911.05
Seattle,Weekly,"2020-03-08 00:00:00","Conventional ",1.740000000,624048.18,69938.40,74103.42,522.10,479484.26,237342.68,239836.64,2304.94
"South Carolina",Weekly,"2020-03-08 00:00:00","Conventional ",1.110000000,515122.52,212295.41,43545.99,905.44,258375.68,190881.72,67321.73,172.23
"South Central",Weekly,"2020-03-08 00:00:00","Conventional ",0.890000000,7453961.29,3239525.52,745876.14,50313.55,3418246.08,1987696.41,1342413.37,88136.30
Southeast,Weekly,"2020-03-08 00:00:00","Conventional ",1.130000000,5579013.43,2487860.12,208322.74,2329.75,2880500.82,1641033.85,1228721.80,10745.17
Spokane,Weekly,"2020-03-08 00:00:00","Conventional ",1.450000000,107057.53,19548.01,10346.19,92.58,77070.75,44268.81,32625.61,176.33
"St. Louis",Weekly,"2020-03-08 00:00:00","Conventional ",1.180000000,221330.59,99260.08,11514.73,176.60,110379.18,93045.34,1934.57,15399.27
Syracuse,Weekly,"2020-03-08 00:00:00","Conventional ",1.150000000,106668.19,5661.35,45526.73,617.79,54862.32,40205.76,13078.78,1577.78
Tampa,Weekly,"2020-03-08 00:00:00","Conventional ",1.130000000,620872.27,279469.27,16407.44,283.04,324712.52,129140.75,195301.77,270.00
"Total U.S.",Weekly,"2020-03-08 00:00:00","Conventional ",1.130000000,44303012.00,13057777.35,7639123.04,370264.06,23235646.06,14122435.48,8492346.09,620864.49
West,Weekly,"2020-03-08 00:00:00","Conventional ",1.120000000,7695553.22,1661863.20,910029.97,27418.59,5096039.97,2416513.50,2574309.34,105217.13
"West Tex/New Mexico",Weekly,"2020-03-08 00:00:00","Conventional ",0.970000000,926001.27,382709.48,79703.31,27067.43,436521.05,278232.02,156649.77,1639.26
Albany,Weekly,"2020-03-08 00:00:00",Organic,1.590000000,3384.55,44.69,461.76,0.00,2878.10,1443.72,1434.38,0.00
Atlanta,Weekly,"2020-03-08 00:00:00",Organic,1.400000000,36469.71,166.18,3857.05,0.00,32446.48,16498.75,15947.73,0.00
Baltimore/Washington,Weekly,"2020-03-08 00:00:00",Organic,1.390000000,51586.44,300.30,4171.65,19.86,47094.63,44631.28,2463.35,0.00
Boise,Weekly,"2020-03-08 00:00:00",Organic,1.710000000,2865.66,0.00,418.70,1.35,2445.61,1109.78,1334.33,1.50
Boston,Weekly,"2020-03-08 00:00:00",Organic,1.840000000,29797.33,58.26,1415.16,0.00,28323.91,23429.22,4894.69,0.00
Buffalo/Rochester,Weekly,"2020-03-08 00:00:00",Organic,1.330000000,13024.99,423.82,213.38,0.00,12387.79,7566.14,4821.65,0.00
California,Weekly,"2020-03-08 00:00:00",Organic,1.970000000,283270.85,21626.69,26629.96,52.35,234961.85,214744.12,20217.73,0.00
Charlotte,Weekly,"2020-03-08 00:00:00",Organic,1.550000000,18902.20,76.58,4614.95,27.94,14182.73,5597.51,8585.22,0.00
Chicago,Weekly,"2020-03-08 00:00:00",Organic,1.700000000,44497.26,534.61,3830.70,0.00,40131.95,35744.19,4387.76,0.00
Cincinnati/Dayton,Weekly,"2020-03-08 00:00:00",Organic,1.430000000,21765.50,92.91,2314.68,0.00,19357.91,8430.86,10927.05,0.00
Columbus,Weekly,"2020-03-08 00:00:00",Organic,1.190000000,16712.89,489.78,1100.04,0.00,15123.07,11100.63,4022.44,0.00
"Dallas/Ft. Worth",Weekly,"2020-03-08 00:00:00",Organic,1.300000000,35695.94,4579.30,107.82,374.99,30633.83,26767.17,3866.66,0.00
Denver,Weekly,"2020-03-08 00:00:00",Organic,1.450000000,37831.92,3458.62,1245.58,0.00,33127.72,32941.94,185.78,0.00
Detroit,Weekly,"2020-03-08 00:00:00",Organic,1.570000000,47107.04,380.95,5077.42,0.00,41641.81,15203.69,26438.12,0.00
"Grand Rapids",Weekly,"2020-03-08 00:00:00",Organic,0.900000000,21512.73,23.50,1751.06,0.00,19738.17,19383.97,354.20,0.00
"Great Lakes",Weekly,"2020-03-08 00:00:00",Organic,1.340000000,290622.19,5766.14,21693.14,4.74,263061.95,195045.36,68016.59,0.00
Harrisburg/Scranton,Weekly,"2020-03-08 00:00:00",Organic,1.320000000,18646.77,653.46,381.52,0.00,17611.79,17022.86,588.93,0.00
Hartford/Springfield,Weekly,"2020-03-08 00:00:00",Organic,2.060000000,13016.28,549.25,6698.07,0.00,5768.96,5650.70,118.26,0.00
Houston,Weekly,"2020-03-08 00:00:00",Organic,1.610000000,26784.73,4437.75,27.35,0.00,22319.63,22314.56,5.07,0.00
Indianapolis,Weekly,"2020-03-08 00:00:00",Organic,1.330000000,14613.03,282.48,701.53,0.00,13629.02,10169.42,3459.60,0.00
Jacksonville,Weekly,"2020-03-08 00:00:00",Organic,1.110000000,5813.31,47.89,304.48,0.00,5460.94,5387.07,73.87,0.00
"Las Vegas",Weekly,"2020-03-08 00:00:00",Organic,1.650000000,10593.85,659.60,485.16,0.00,9449.09,8003.00,1446.09,0.00
"Los Angeles",Weekly,"2020-03-08 00:00:00",Organic,1.940000000,103060.35,7047.67,3511.31,11.62,92489.75,79034.64,13455.11,0.00
Louisville,Weekly,"2020-03-08 00:00:00",Organic,1.060000000,12055.36,1.21,845.89,0.00,11208.26,8262.31,2945.95,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-03-08 00:00:00",Organic,1.180000000,15229.36,379.94,2.90,0.00,14846.52,14836.52,10.00,0.00
Midsouth,Weekly,"2020-03-08 00:00:00",Organic,1.370000000,264192.11,1891.81,28880.68,167.82,233251.80,179207.74,54044.06,0.00
Nashville,Weekly,"2020-03-08 00:00:00",Organic,1.190000000,20279.70,77.07,1116.48,0.00,19086.15,12066.24,7019.91,0.00
"New Orleans/Mobile",Weekly,"2020-03-08 00:00:00",Organic,1.190000000,6253.26,484.68,2.22,0.00,5766.36,4297.12,1469.24,0.00
"New York",Weekly,"2020-03-08 00:00:00",Organic,1.870000000,98222.11,24147.70,22117.94,3.61,51952.86,45701.51,6251.35,0.00
Northeast,Weekly,"2020-03-08 00:00:00",Organic,1.670000000,292069.05,34911.53,41095.73,6.36,216055.43,172873.84,43181.59,0.00
"Northern New England",Weekly,"2020-03-08 00:00:00",Organic,1.640000000,29316.41,44.42,658.97,0.00,28613.02,13459.21,15153.81,0.00
Orlando,Weekly,"2020-03-08 00:00:00",Organic,1.140000000,11330.47,147.82,0.00,0.00,11182.65,11182.65,0.00,0.00
Philadelphia,Weekly,"2020-03-08 00:00:00",Organic,1.690000000,32485.54,3974.12,4342.97,0.00,24168.45,20360.31,3808.14,0.00
Phoenix/Tucson,Weekly,"2020-03-08 00:00:00",Organic,1.600000000,20698.23,1587.38,930.48,0.00,18180.37,16202.54,1977.83,0.00
Pittsburgh,Weekly,"2020-03-08 00:00:00",Organic,1.100000000,17973.50,2036.40,18.76,0.00,15918.34,15918.34,0.00,0.00
Plains,Weekly,"2020-03-08 00:00:00",Organic,1.530000000,73335.03,6562.09,9276.56,23.91,57472.47,41272.82,16199.65,0.00
Portland,Weekly,"2020-03-08 00:00:00",Organic,2.080000000,30235.69,241.71,5182.99,0.00,24810.99,12149.21,12619.19,42.59
Raleigh/Greensboro,Weekly,"2020-03-08 00:00:00",Organic,2.050000000,16874.29,553.13,3727.78,69.72,12523.66,8698.77,3824.89,0.00
Richmond/Norfolk,Weekly,"2020-03-08 00:00:00",Organic,1.360000000,23160.49,38.06,1850.37,5.29,21266.77,17309.60,3957.17,0.00
Roanoke,Weekly,"2020-03-08 00:00:00",Organic,1.050000000,21567.00,11.41,1409.69,0.00,20145.90,15076.39,5069.51,0.00
Sacramento,Weekly,"2020-03-08 00:00:00",Organic,1.770000000,19967.13,3554.95,3632.85,8.50,12770.83,12733.52,37.31,0.00
"San Diego",Weekly,"2020-03-08 00:00:00",Organic,2.120000000,21689.11,861.26,1100.59,5.21,19722.05,15474.75,4247.30,0.00
"San Francisco",Weekly,"2020-03-08 00:00:00",Organic,2.080000000,72217.27,5081.75,7902.65,3.03,59229.84,59157.47,72.37,0.00
Seattle,Weekly,"2020-03-08 00:00:00",Organic,1.950000000,33180.86,441.95,6757.12,2.66,25979.13,18247.66,7731.47,0.00
"South Carolina",Weekly,"2020-03-08 00:00:00",Organic,1.540000000,24097.20,340.11,3441.92,17.95,20297.22,12670.96,7626.26,0.00
"South Central",Weekly,"2020-03-08 00:00:00",Organic,1.420000000,161415.21,17588.63,2666.22,3679.72,137480.64,123841.87,13638.77,0.00
Southeast,Weekly,"2020-03-08 00:00:00",Organic,1.290000000,172279.01,1994.37,11531.47,18.92,158734.25,122794.58,35939.67,0.00
Spokane,Weekly,"2020-03-08 00:00:00",Organic,1.610000000,5679.01,30.53,547.30,0.00,5101.18,4182.95,918.23,0.00
"St. Louis",Weekly,"2020-03-08 00:00:00",Organic,1.890000000,14459.04,1173.48,4104.30,11.48,9169.78,2935.78,6234.00,0.00
Syracuse,Weekly,"2020-03-08 00:00:00",Organic,1.460000000,4352.27,95.88,111.39,0.00,4145.00,2430.99,1714.01,0.00
Tampa,Weekly,"2020-03-08 00:00:00",Organic,1.120000000,13873.97,163.83,0.00,0.00,13710.14,13710.14,0.00,0.00
"Total U.S.",Weekly,"2020-03-08 00:00:00",Organic,1.560000000,1785038.66,102732.94,163756.07,4944.72,1513508.71,1224311.12,289152.22,45.37
West,Weekly,"2020-03-08 00:00:00",Organic,1.700000000,247855.22,12391.68,21982.32,990.90,212490.32,174530.80,37914.15,45.37
"West Tex/New Mexico",Weekly,"2020-03-08 00:00:00",Organic,1.590000000,24625.72,712.91,1108.31,2489.78,20314.72,19863.74,450.98,0.00
Albany,Weekly,"2020-03-15 00:00:00","Conventional ",1.220000000,153814.51,14049.32,102561.28,118.47,37085.44,20883.61,14777.39,1424.44
Atlanta,Weekly,"2020-03-15 00:00:00","Conventional ",1.040000000,1003594.68,414204.98,32773.76,103.61,556512.33,482696.46,73754.76,61.11
Baltimore/Washington,Weekly,"2020-03-15 00:00:00","Conventional ",1.460000000,1161981.01,180243.74,442905.57,1658.46,537173.24,324804.38,206242.19,6126.67
Boise,Weekly,"2020-03-15 00:00:00","Conventional ",1.380000000,131063.13,38266.83,5298.54,1581.82,85915.94,46255.24,25058.81,14601.89
Boston,Weekly,"2020-03-15 00:00:00","Conventional ",1.490000000,822209.27,31703.23,507073.25,536.68,282896.11,222334.26,51352.35,9209.50
Buffalo/Rochester,Weekly,"2020-03-15 00:00:00","Conventional ",1.200000000,255471.62,22625.06,70184.86,2547.78,160113.92,134178.70,23965.22,1970.00
California,Weekly,"2020-03-15 00:00:00","Conventional ",1.340000000,7667912.03,1947227.42,937630.95,113897.64,4669156.02,2757616.76,1684585.72,226953.54
Charlotte,Weekly,"2020-03-15 00:00:00","Conventional ",1.170000000,418874.21,187496.30,63226.65,1922.50,166228.76,121877.31,44304.79,46.66
Chicago,Weekly,"2020-03-15 00:00:00","Conventional ",1.510000000,843714.88,121050.09,197798.73,31245.08,493620.98,183264.75,309942.79,413.44
Cincinnati/Dayton,Weekly,"2020-03-15 00:00:00","Conventional ",1.330000000,368203.59,82688.27,14576.94,9564.50,261373.88,230662.23,29517.96,1193.69
Columbus,Weekly,"2020-03-15 00:00:00","Conventional ",1.210000000,285293.29,71904.89,14401.46,2039.35,196947.59,165755.27,30753.12,439.20
"Dallas/Ft. Worth",Weekly,"2020-03-15 00:00:00","Conventional ",0.900000000,1986094.80,871696.41,181235.11,7668.05,925495.23,644035.41,281231.45,228.37
Denver,Weekly,"2020-03-15 00:00:00","Conventional ",1.130000000,1264191.57,237735.84,139127.07,3811.58,883517.08,258381.50,605477.01,19658.57
Detroit,Weekly,"2020-03-15 00:00:00","Conventional ",1.290000000,581216.34,129777.28,37283.55,42342.72,371812.79,334419.08,32961.62,4432.09
"Grand Rapids",Weekly,"2020-03-15 00:00:00","Conventional ",1.580000000,216748.14,48941.28,52663.55,44172.59,70970.72,54410.26,6683.61,9876.85
"Great Lakes",Weekly,"2020-03-15 00:00:00","Conventional ",1.280000000,4830621.81,1064981.60,674083.02,217222.67,2874334.52,2040386.12,794392.61,39555.79
